,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,artist_ids,top_track_popularities,genres,track_popularities
33,1555,Bussdown,Blxst,Sixtape 3,spotify:track:57m8FaTOVtiALR0OQYkW3l,4qXC0i02bSFstECuXP2ZpL,72.0,"['pop rap', 'westcoast flow']",27.0
34,7337,HYAENA,Travis Scott,UTOPIA,spotify:track:0hL9gOw6XBWsygEUcVjxEc,0Y5tJX1MQlPlqiwlOH1tJY,88.0,"['rap', 'slap house']",70.0
35,6176,Who Wit Me,Quavo,Rocket Power,spotify:track:6SlEbe7ae9NBK6QjM6tR0l,0VRj0yCOv2FXJNP47XQnx5,77.0,"['atl hip hop', 'melodic rap', 'rap', 'trap']",38.0
36,1671,Done It Before,Calboy,UNCHAINED,spotify:track:787Qb9XmDpSAWRHC6FWk9I,0HkcYmcjrBR3SCw9Ld5VZk,60.0,"['chicago rap', 'melodic rap']",11.0
37,1764,Closed Doors,Trippie Redd,A Love Letter To You 5,spotify:track:7HLmj4xIlHt3lIQ6EB87nT,6Xgp2XMz1fhVYe7i6yNAax,84.0,"['melodic rap', 'rap', 'trap']",43.0
38,1857,Hate the Club (feat. Masego),Kehlani,It Was Good Until It Wasn't,spotify:track:0QUbiLQySWPq5Lh3f7A9bN,0cGUm45nv7Z6M6qdXYQGTX,73.0,"['pop', 'r&b', 'rap']",54.0
39,3813,Reset,Vellydagoat,Reset,spotify:track:2yvIbIh0Y3G5OPR1dHmnFE,0Uls47yHdW9M1hgXUv1fu5,21.0,[],1.0
40,142661,Blueprint,Blxst,Sixtape 3,spotify:track:1t1OFWl4MpfiIJhZe1t6I4,4qXC0i02bSFstECuXP2ZpL,72.0,"['pop rap', 'westcoast flow']",32.0
41,52035,Is It Real? (feat. Roddy Ricch),Rosemarie,ROCK PAPER SCISSORS: RECUT,spotify:track:3RlcyNhoM8zAEL32RF6axe,3Lz0JugHcf9nqKF1Khkhmu,33.0,[],30.0
42,19860,Cough (Odo),Kizz Daniel,Cough (Odo),spotify:track:0u2A4QNAMUyfQbgfVR3HvK,1X6cBGnXpEpN7CmflLKmLV,65.0,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",55.0
43,13080,Cough,Kizz Daniel,Cough,spotify:track:2SggWVBRvkOmtQRfbKh6sV,1X6cBGnXpEpN7CmflLKmLV,65.0,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",43.0
45,142860,Blue Green Red,Drake,100 GIGS,spotify:track:1HBv0BqHfm6sMsAUg5H3Yo,3TVXtAsR1Inumwj472S9r4,84.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",43.0
46,3870,Like That,Future,WE DON'T TRUST YOU,spotify:track:2tudvzsrR56uom6smgOcSf,1RyvyyTE3xzB2ZywiAwp0i,84.0,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",84.0
47,45740,LAST LAUGH,Don Toliver,HARDSTONE PSYCHO,spotify:track:5c1BL2HbPdXc0t4JeznwyH,4Gso3d4CscCijv0lmajZWs,85.0,['rap'],52.0
48,2660,On The Ground,Odeal,Thoughts I Never Said,spotify:track:6JO4UtwjiRPFUSykHeGxOT,2BPwxhCvvcb8xDl8GWIjbh,68.0,['uk contemporary r&b'],38.0
49,169840,Cinderella,Future,WE DON'T TRUST YOU,spotify:track:0hKtu53OlIFXVuYkZwcn3o,1RyvyyTE3xzB2ZywiAwp0i,84.0,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",75.0
50,69139,Sondela,Odeal,Sunday At Zuri's,spotify:track:1sqk7tpb4x3i7diAIOEmC1,2BPwxhCvvcb8xDl8GWIjbh,68.0,['uk contemporary r&b'],46.0
51,202840,BROTHER STONE (FEAT. KODAK BLACK),Don Toliver,HARDSTONE PSYCHO,spotify:track:093MlZS93ZKlHpGkmb3k3W,4Gso3d4CscCijv0lmajZWs,85.0,['rap'],70.0
52,175636,Showa,Kizz Daniel,TZA,spotify:track:4WYbYaibpIWj1FLbMUH2Yb,1X6cBGnXpEpN7CmflLKmLV,65.0,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",63.0
53,231083,Cruisin' (feat. Yeat),Childish Gambino,Bando Stone and The New World,spotify:track:1CJO1NdPdtnkJBrEx6As65,73sIBHcqh3Z3NyqHKZ7FOL,80.0,"['atl hip hop', 'hip hop', 'rap']",53.0
54,8010,In The Night (feat. Jorja Smith & Amaarae),Childish Gambino,Bando Stone and The New World,spotify:track:11bJ1ws3dathgY9uzADUhL,73sIBHcqh3Z3NyqHKZ7FOL,80.0,"['atl hip hop', 'hip hop', 'rap']",60.0
55,97390,Yoshinoya,Childish Gambino,Bando Stone and The New World,spotify:track:2pNYM3OcS7WdCW13TuhMeK,73sIBHcqh3Z3NyqHKZ7FOL,80.0,"['atl hip hop', 'hip hop', 'rap']",55.0
56,558816,Talk My Shit (feat. Amaarae & Flo Milli),Childish Gambino,Bando Stone and The New World,spotify:track:09imUl1oyaB2R86qBgEhCN,73sIBHcqh3Z3NyqHKZ7FOL,80.0,"['atl hip hop', 'hip hop', 'rap']",56.0
57,1637869,Cruisin' (feat. Yeat),Childish Gambino,Bando Stone and The New World,spotify:track:1CJO1NdPdtnkJBrEx6As65,73sIBHcqh3Z3NyqHKZ7FOL,80.0,"['atl hip hop', 'hip hop', 'rap']",53.0
58,9910,Showa,Kizz Daniel,TZA,spotify:track:4WYbYaibpIWj1FLbMUH2Yb,1X6cBGnXpEpN7CmflLKmLV,65.0,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",63.0
59,990,How Many,Blxst,I'll Always Come Find You,spotify:track:0Inc7mrSkyeZGe3V4pjVDr,4qXC0i02bSFstECuXP2ZpL,72.0,"['pop rap', 'westcoast flow']",40.0
60,1400,How Many,Blxst,I'll Always Come Find You,spotify:track:0Inc7mrSkyeZGe3V4pjVDr,4qXC0i02bSFstECuXP2ZpL,72.0,"['pop rap', 'westcoast flow']",40.0
61,76990,I Need Your Love,Blxst,I'll Always Come Find You,spotify:track:5e8euQ8kelEedWMuulWG5O,4qXC0i02bSFstECuXP2ZpL,72.0,"['pop rap', 'westcoast flow']",46.0
62,3500,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,46pWGuE3dSwY3bMMXGBvVS,73.0,"['afrobeats', 'nigerian pop']",67.0
67,232011,Deceiving Eve,Tory Lanez,PLAYBOY,spotify:track:2ASsBav3zKycGO9YcQj13u,2jku7tDXc6XoB6MO2hFuqg,83.0,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",51.0
68,1450,Peace Interlude,Bryson Tiller,Bryson Tiller,spotify:track:229q3X3autIWuKpy35auRu,2EMAnMvWE2eb56ToJVfCWs,83.0,"['kentucky hip hop', 'r&b', 'rap']",49.0
69,1970,Fall Back,Lithe,Fall Back / Selfish Game,spotify:track:1aHy1ipWQRNauI0ee9uYfi,7LVC96BEVGugTAp38AajV6,78.0,[],78.0
70,20150,WHITE CROCS (with Ryan Trey),Jordan Ward,FORWARD,spotify:track:0VNe1ZE8U2baB3JKZpEBok,3DGlTwdM5Dim9XQipb3jMf,66.0,"['indie hip hop', 'indie r&b']",50.0
71,9160,ON YOUR MIND,Prodmt,ON YOUR MIND,spotify:track:6wf8ahV7gqLctsCw9gz53c,3T20OrqYv3UbvA76seorVK,31.0,[],31.0
72,74440,Rump Punch,Cash Cobain,Rump Punch,spotify:track:2jqISPQZfkZbcbQiVbUUAO,2R0CFyeMDiRbfkhkIMbyl1,66.0,['jersey club'],53.0
73,105460,Calling For You (feat. 21 Savage),Drake,For All The Dogs,spotify:track:2nibvvDdAQkVraYP00z2RS,3TVXtAsR1Inumwj472S9r4,84.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",61.0
74,149170,Wish I Never Met You - Prison Tapes,Tory Lanez,Wish I Never Met You,spotify:track:7MOjhqpSpGkeRyT4agpg12,2jku7tDXc6XoB6MO2hFuqg,83.0,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",65.0
75,980,Best Time,Brent Faiyaz,Larger Than Life,spotify:track:1zgHn1EqUyA0HqNYMdJ5ia,3tlXnStJ1fFhdScmQeLpuG,80.0,"['r&b', 'rap']",80.0
76,1410,KEHLANI,Jordan Adetunji,KEHLANI,spotify:track:2hrycoFU1mZw6YPvMcn8yC,0jPHHnU8GUWEF7rwPE9osY,84.0,['irish hip hop'],84.0
77,1350,FAMOUS,Che Ecru,FAMOUS,spotify:track:3U6UHyDRSgWCyvWiBfNFHb,45AMD9qU0ERQY5RvR7deHR,51.0,['trap soul'],24.0
78,1240,Clear My Mind,Dee Gatti,Clear My Mind,spotify:track:47zF41JzRRdJEJQPXlDQvz,7w8xMJxmzaZeeHRV8eToLT,44.0,['indie r&b'],22.0
79,1240,Snooze,SZA,SOS,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,7tYKF4w9nC0nq9CsPZTHyP,86.0,"['pop', 'r&b', 'rap']",86.0
80,1980,Insanity (feat. Tone Stith),Samaria,Didn't Start With You,spotify:track:5Pm7c0omSn7WEezUtIqnK4,4FreKg40BVDMPRLGeubyku,37.0,"['alternative r&b', 'indie r&b']",25.0
81,9300,Nowhere To Run,Ryan Trey,Nowhere To Run,spotify:track:72XxzjvIBR0TKljL0ETcGQ,5YHM0i7v5TqqibZhS0YiuX,56.0,['trap soul'],45.0
82,2550,IN THE AIR,DESTIN CONRAD,COLORWAY,spotify:track:4TLJNON6mZLpfZX3g4Oh8B,4jwROPSUkTkohLCRiyjiZZ,58.0,['alternative r&b'],58.0
83,164090,SAME MISTAKE,DESTIN CONRAD,SUBMISSIVE2,spotify:track:2WFPw4XpswToe0t3MhzhCN,4jwROPSUkTkohLCRiyjiZZ,58.0,['alternative r&b'],52.0
84,1770,IT'S ONLY YOU,DESTIN CONRAD,SUBMISSIVE2,spotify:track:1LWfSjRW9AS4mWnO67bdYp,4jwROPSUkTkohLCRiyjiZZ,58.0,['alternative r&b'],39.0
85,148800,IT'S ONLY YOU,DESTIN CONRAD,SUBMISSIVE2,spotify:track:1LWfSjRW9AS4mWnO67bdYp,4jwROPSUkTkohLCRiyjiZZ,58.0,['alternative r&b'],39.0
86,284609,Cruisin' (feat. Yeat),Childish Gambino,Bando Stone and The New World,spotify:track:1CJO1NdPdtnkJBrEx6As65,73sIBHcqh3Z3NyqHKZ7FOL,80.0,"['atl hip hop', 'hip hop', 'rap']",53.0
87,2680,Pistachios,Brent Faiyaz,Larger Than Life,spotify:track:18y43ozfWR9sp5vaD9cEqe,3tlXnStJ1fFhdScmQeLpuG,80.0,"['r&b', 'rap']",64.0
88,2600,Lady Of Namek,Tory Lanez,Alone At Prom,spotify:track:6ieWL5CLN9WdC875guWtMe,2jku7tDXc6XoB6MO2hFuqg,83.0,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",69.0
89,1520,Lavender Sunflower,Tory Lanez,Alone At Prom,spotify:track:1au2UduxcvHfa0fZS3Szci,2jku7tDXc6XoB6MO2hFuqg,83.0,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",73.0
90,64150,ttuctmd,SAFE,Tell It Like It Is,spotify:track:2llOvMUI8Dz3ChPZHVjPhP,3bnpcWBcvlfq4hPFJjNPbz,51.0,['canadian hip hop'],31.0
91,0,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,46pWGuE3dSwY3bMMXGBvVS,73.0,"['afrobeats', 'nigerian pop']",67.0
92,1190,AZAMAN,Rema,HEIS,spotify:track:4K5lYtD8r6OFRbzWc6MwCS,46pWGuE3dSwY3bMMXGBvVS,73.0,"['afrobeats', 'nigerian pop']",66.0
93,522689,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,46pWGuE3dSwY3bMMXGBvVS,73.0,"['afrobeats', 'nigerian pop']",67.0
94,137683,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,46pWGuE3dSwY3bMMXGBvVS,73.0,"['afrobeats', 'nigerian pop']",67.0
95,8227,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,46pWGuE3dSwY3bMMXGBvVS,73.0,"['afrobeats', 'nigerian pop']",67.0
96,500270,ONOME,Odeal,ONOME,spotify:track:7gafxJvox7DDFs3R1dByQH,2BPwxhCvvcb8xDl8GWIjbh,68.0,['uk contemporary r&b'],58.0
97,129130,Medical,Lil Baby,The Voice of the Heroes,spotify:track:5BCzsnN4U4OvOegjErHTUF,5f7VJjfbwm532GiveGC0ZK,80.0,"['atl hip hop', 'atl trap', 'rap', 'trap']",47.0
98,1010,Off The Grid,Kanye West,Donda,spotify:track:6LNoArVBBVZzUTUiAX2aKO,5K4W6rqBFWDnAN6FQUkS6x,83.0,"['chicago rap', 'hip hop', 'rap']",66.0
99,1880,Paperwork Party - Remix,Babyface Ray,Unfuckwitable (Deluxe Edition),spotify:track:5WOGp3E41juuRbaw4LlQZT,3zZ88AwlTwfCJkowsFCvLA,66.0,"['detroit hip hop', 'detroit trap']",35.0
100,1350,OUTERSPACE (feat. Baby Keem),Don Toliver,Life of a DON,spotify:track:3dVsUkabHea7AVFjm92gZ4,4Gso3d4CscCijv0lmajZWs,85.0,['rap'],54.0
102,960,Time & It's Order,FRVRFRIDAY,Time & It's Order,spotify:track:6SCl4VK0Dq3jFe7U8D9k7D,2jwmP4TgzTGqjCfcXMDayW,70.0,"['canadian contemporary r&b', 'canadian hip hop', 'indie hip hop', 'trap soul']",38.0
103,1330,P.A.I.N,Tory Lanez,The New Toronto 3,spotify:track:0COXNxwxkWeA4hInT7Zomk,2jku7tDXc6XoB6MO2hFuqg,83.0,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",37.0
104,106440,Keep My Glocky,Jhacari,Underestimated (Deluxe),spotify:track:1ZqAOYqaOV4yNXLQ9ka5bT,3NxpLkOiuvgnhXbQKjyC96,22.0,[],11.0
106,1400,Max Out,Vellydagoat,Max Out,spotify:track:1ipAfyei0lxcbruf2StAYg,0Uls47yHdW9M1hgXUv1fu5,21.0,[],2.0
107,5950,everything you need,Roddy Ricch,LIVE LIFE FAST,spotify:track:5ZD0MkX1FadkqYwhCCmAiv,757aE44tKEUQEqRuT6GnEB,80.0,"['melodic rap', 'rap', 'trap']",35.0
108,1890,Dancing With The Devil,Babyface Ray,Dancing With The Devil,spotify:track:1siBeqPJIFu48T8ZihxeuN,3zZ88AwlTwfCJkowsFCvLA,66.0,"['detroit hip hop', 'detroit trap']",21.0
109,1580,BOGUS,Don Toliver,Life of a DON,spotify:track:5q37UhJgXRZwIIkdUGTZFb,4Gso3d4CscCijv0lmajZWs,85.0,['rap'],51.0
110,1320,No Way Out,Baby Rich,No Way Out,spotify:track:2LI0o3h8Q7kkR13X9ygUPz,4jJXnnMCODl8ds7bgmHgUP,47.0,['alabama rap'],12.0
111,2100,No Interviews,Lil Durk,7220,spotify:track:1tXDziDamT0we73CTDsgsv,3hcs9uc56yIGFCSy9leWe7,74.0,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",53.0
112,940,ROOF,DaBaby,Back On My Baby Jesus Sh!t AGAIN,spotify:track:1zwvbkUqTozLnmIECvBfgs,4r63FhuTkUYltbVAg5TQnk,79.0,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",51.0
113,1470,I'M ON ONE (feat. Drake),Future,I NEVER LIKED YOU,spotify:track:6wyhUr4Xw8z5uSy0AhoZfU,1RyvyyTE3xzB2ZywiAwp0i,84.0,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",60.0
114,2020,Crossfaded,Don Toliver,Life of a DON,spotify:track:2iu60eTIm2py6MaoVMcBAR,4Gso3d4CscCijv0lmajZWs,85.0,['rap'],56.0
115,860,Smoke (feat. HVN & SoFaygo),Don Toliver,Life of a DON,spotify:track:7AiN0hMC6PkB59VndNtNsJ,4Gso3d4CscCijv0lmajZWs,85.0,['rap'],51.0
116,1180,Cream,King Gotit,4REIGN 4EVER,spotify:track:4hMtjITsNhWZ6hdC4lfGtv,6wYTXLSRP9rMmmG05W07Gp,40.0,['atl trap'],0.0
117,1030,Critic K,Vellydagoat,Critic K,spotify:track:6MlJ56WoghJULLqShKPNHH,0Uls47yHdW9M1hgXUv1fu5,21.0,[],9.0
118,980,Holy Class,Ayzha Nyree,Holy Class,spotify:track:4NN5XStaItQvJH1epfd8rU,41a1QBVKSlXMy5qFPrcHVs,47.0,[],24.0
119,990,Again,Vellydagoat,3 & Sum Extra,spotify:track:1Plj0d4McXowMkKy3342vT,0Uls47yHdW9M1hgXUv1fu5,21.0,[],0.0
120,1310,hibachi (feat. Kodak Black & 21 Savage),Roddy Ricch,LIVE LIFE FAST,spotify:track:7FCDmAel69bzxRkOxbh2dB,757aE44tKEUQEqRuT6GnEB,80.0,"['melodic rap', 'rap', 'trap']",55.0
121,880,Depends,Baby Rich,Depends,spotify:track:0ZWfOB2CH3KytDwrDRgJgE,4jJXnnMCODl8ds7bgmHgUP,47.0,['alabama rap'],13.0
122,1280,Cabo (feat. DDG & KA$HDAMI) - Remix,Bankrol Hayden,Cabo (feat. DDG & KA$HDAMI),spotify:track:1sCXwNceJxrEVc3sSIaT23,0Yr4BBpK2dkCp2UsrJ9LZN,62.0,['melodic rap'],26.0
123,1700,Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,3TVXtAsR1Inumwj472S9r4,84.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",74.0
124,1060,slow it down (feat. Ty Dolla $ign & Alex Isley),Roddy Ricch,LIVE LIFE FAST,spotify:track:4OB4lUX8h7QLBo1rfiWNht,757aE44tKEUQEqRuT6GnEB,80.0,"['melodic rap', 'rap', 'trap']",32.0
125,4180,About You,Blxst,About You,spotify:track:0P9lyICk63dqZSqXV2HBP0,4qXC0i02bSFstECuXP2ZpL,72.0,"['pop rap', 'westcoast flow']",43.0
126,16550,slow it down (feat. Ty Dolla $ign & Alex Isley),Roddy Ricch,LIVE LIFE FAST,spotify:track:4OB4lUX8h7QLBo1rfiWNht,757aE44tKEUQEqRuT6GnEB,80.0,"['melodic rap', 'rap', 'trap']",32.0
127,1750,About You,Blxst,About You,spotify:track:0P9lyICk63dqZSqXV2HBP0,4qXC0i02bSFstECuXP2ZpL,72.0,"['pop rap', 'westcoast flow']",43.0
128,810,Hit,DaBaby,BETTER THAN YOU,spotify:track:4TfEcrA3VitAQ9ft91e5pQ,4r63FhuTkUYltbVAg5TQnk,79.0,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",46.0
129,1920,Betrayal (feat. Drake),Trippie Redd,Trip At Knight,spotify:track:0XqGHtlXsdVW2n8HJ3KyeE,6Xgp2XMz1fhVYe7i6yNAax,84.0,"['melodic rap', 'rap', 'trap']",50.0
130,105980,Intro (Hate on Me),Meek Mill,Expensive Pain,spotify:track:4s7TIubkdsgdtDEDFEAYVL,20sxb77xiYeusSH8cVdatc,73.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",43.0
131,800,No Friends In The Industry,Drake,Certified Lover Boy,spotify:track:2tUL6dZf1mywCj5WvCPZw6,3TVXtAsR1Inumwj472S9r4,84.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",65.0
