,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,artist_ids,top_track_popularities,genres,track_popularities
2455,150000,Never Bend Never Fold,Tee Grizzley,Built For Whatever,spotify:track:4HhvgxFm586btvNEBYP3VG,6AUl0ykLLpvTktob97x9hO,70.0,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']",33.0
2456,305666,Life Insurance (feat. Lil Tjay),Tee Grizzley,Built For Whatever,spotify:track:5kMCBppYo4eaAXlvOBj6Ti,6AUl0ykLLpvTktob97x9hO,70.0,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']",35.0
2457,4074,Blue Notes 2 (feat. Lil Uzi Vert),Meek Mill,Blue Notes 2 (feat. Lil Uzi Vert),spotify:track:488HG8lR11JswT2YgcWGRB,20sxb77xiYeusSH8cVdatc,74.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",46.0
2458,153360,Route 66 (feat. EST Gee),Jack Harlow,Thats What They All Say,spotify:track:5faz5WYRJdRDiCa42DSgHR,2LIk90788K0zvyj2JJVwkJ,81.0,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",56.0
2459,164633,Wassup (feat. Young Thug),Cordae,Just Until....,spotify:track:7MC00oCO5s39O43WdUgwfA,0huGjMyP507tBCARyzSkrv,68.0,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",40.0
2460,6235,Be Alone,Blxst,No Love Lost,spotify:track:4gH4YiWmaE3r86gRriyRRM,4qXC0i02bSFstECuXP2ZpL,73.0,"['pop rap', 'westcoast flow']",38.0
2461,840,Mystery Lady (feat. Don Toliver),Masego,Mystery Lady (feat. Don Toliver),spotify:track:2Ee9amLUslOwgoJWZEpSSD,3ycxRkcZ67ALN3GQJ57Vig,74.0,"['alternative r&b', 'indie soul']",54.0
2462,1040,Jokes On Me,Tory Lanez,DAYSTAR,spotify:track:3cRFHt8Rik178fXkDGZnOv,2jku7tDXc6XoB6MO2hFuqg,83.0,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",54.0
2463,910,Dream in Color,Cordae,Just Until....,spotify:track:4f7BNSy2ZVeabUJtjTX3kP,0huGjMyP507tBCARyzSkrv,68.0,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",45.0
2464,1090,Fame & Riches (with Roddy Ricch),Polo G,Hall of Fame,spotify:track:7oPHGO39MQVukHZjdz4b9S,6AgTAQt8XS6jRWi4sX7w49,78.0,"['chicago rap', 'rap']",45.0
2465,1010,Bandit,Ron Suno,Bandit,spotify:track:2N6TWi4fBcIibDKS93DE3P,3A63dHvKuavknOcvWVgZA9,44.0,"['bronx drill', 'new york drill']",19.0
