,track_id,average_seconds_played,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_name_x,artist_name_x,artist_id_x,genres_x,track_popularity_x,track_name_y,artist_name_y,artist_id_y,genres_y,track_popularity_y,avg_completion_rate,total_plays
918,spotify:track:25Wq1OwZyKLMjVNXIhzVlV,346.886,0.713,0.605,11.0,-7.487,1.0,0.107,0.497,3.46e-06,0.115,0.432,142.025,4.0,Aim For The Moon (feat. Quavo),Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",44.0,Aim For The Moon (feat. Quavo),Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",44.0,1.9736794191947928,1
865,spotify:track:1xYpVRspgaLxdJLOTQkTjg,338.438,0.588,0.567,4.0,-3.738,0.0,0.0628,0.221,0.0,0.135,0.113,150.009,4.0,STOP TRYING TO BE GOD,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",66.0,STOP TRYING TO BE GOD,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",66.0,1.0,1
1110,spotify:track:2TX04DO2zwrmoZKos95IA5,337.042,0.893,0.569,0.0,-6.389,1.0,0.0734,0.0256,0.0,0.177,0.501,133.07,4.0,back in the a,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",64.0,back in the a,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",64.0,1.9456666685909239,1
949,spotify:track:28JBD8p18xNuOfyV7Cotdn,336.924,0.499,0.671,4.0,-6.774,0.0,0.0561,0.114,0.0169,0.148,0.0557,124.994,3.0,Massive,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",67.0,Massive,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",67.0,1.0,1
2732,spotify:track:67z96vytrhBnjKUnbELemt,332.234,0.898,0.576,1.0,-8.222,1.0,0.0663,0.00185,0.00188,0.131,0.556,112.015,4.0,"SHAKE AH (feat. Tony Duardo, Optimist Music ZA & Ez Maestro)",Tyla,3SozjO3Lat463tQICI9LcE,[],60.0,"SHAKE AH (feat. Tony Duardo, Optimist Music ZA & Ez Maestro)",Tyla,3SozjO3Lat463tQICI9LcE,[],60.0,0.9515045809025481,3
146,spotify:track:0L37h0aKy20fWXH6JKtUGz,331.855,0.819,0.223,11.0,-19.396,0.0,0.216,0.089,0.0,0.139,0.122,130.015,4.0,Calling It Crazy (Lil Baby),xanderkash,5EBASY7wF4h5vGXe7BauS9,[],0.0,Calling It Crazy (Lil Baby),xanderkash,5EBASY7wF4h5vGXe7BauS9,[],0.0,1.721177135684908,2
3136,spotify:track:71he7ShvDkKna60RozMqyN,331.834,0.378,0.895,11.0,-2.891,0.0,0.377,0.228,2.61e-06,0.751,0.534,78.857,4.0,You Got Me (Featuring Jill Scott) - Live / 1999,The Roots,78xUyw6FkVZrRAtziFdtdu,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']",25.0,You Got Me (Featuring Jill Scott) - Live / 1999,The Roots,78xUyw6FkVZrRAtziFdtdu,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']",25.0,0.6250793513252849,1
1,spotify:track:00QyLmjxaSEE8qIZQjBXBj,330.336,0.556,0.899,8.0,-4.573,1.0,0.407,0.0517,0.0,0.0569,0.562,172.078,4.0,We Own It (Fast & Furious),2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",52.0,We Own It (Fast & Furious),2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",52.0,1.4495223635653576,1
1790,spotify:track:401160izncPtca3CmX3dvM,329.295,0.567,0.824,3.0,-6.973,0.0,0.296,0.167,2.65e-06,0.149,0.737,138.202,4.0,Purple Hearts,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.0,Purple Hearts,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.0,1.0,1
3401,spotify:track:7n4YpQcocaRfXRlEl07klO,328.21349999999995,0.43,0.717,2.0,-6.676,1.0,0.275,0.136,0.0,0.972,0.302,78.881,4.0,Life Of The Party (with André 3000),Kanye West,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",57.0,Life Of The Party (with André 3000),Kanye West,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",57.0,0.8380147374226361,2
1972,spotify:track:4NVn2zloJfjSFQXpK2RhCP,319.622,0.745,0.457,1.0,-9.619,1.0,0.0424,0.541,0.00856,0.106,0.382,124.021,4.0,You Give Me That,Raveena,2kQnsbKnIiMahOetwlfcaS,"['alternative r&b', 'indie soul']",28.0,You Give Me That,Raveena,2kQnsbKnIiMahOetwlfcaS,"['alternative r&b', 'indie soul']",28.0,1.0,1
2204,spotify:track:4sMmYKC0ot3GTbl2RzHw7T,318.00083333333333,0.53,0.517,5.0,-9.253,0.0,0.399,0.387,0.0,0.176,0.381,137.554,4.0,And This is Just The Intro,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",67.0,And This is Just The Intro,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",67.0,0.9730360583371327,6
45,spotify:track:05TpY5Fov3Hgfp8V1KILZ8,316.48,0.854,0.599,1.0,-7.406,0.0,0.355,0.022,0.0,0.173,0.849,157.031,4.0,Tycoon,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",44.0,Tycoon,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",44.0,1.5674543230299098,1
2624,spotify:track:5s6ToF2Jl5GGuBh3Wj9qnT,314.423,0.618,0.734,11.0,-6.39,0.0,0.116,0.104,0.0,0.28,0.252,98.442,4.0,Skyfall (feat. Young Thug),Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",62.0,Skyfall (feat. Young Thug),Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",62.0,0.9999968195812026,1
511,spotify:track:19YKaevk2bce4odJkP5L22,314.075,0.633,0.395,8.0,-9.638,1.0,0.0857,0.692,0.000222,0.108,0.123,138.023,4.0,Nikes,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,"['lgbtq+ hip hop', 'neo soul']",71.0,Nikes,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,"['lgbtq+ hip hop', 'neo soul']",71.0,1.0,1
2011,spotify:track:4TAifFqlNkBvrycHbWV9Ew,312.741,0.749,0.507,10.0,-8.214,1.0,0.0868,0.0222,0.0,0.0986,0.0686,137.977,4.0,Too Playa,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",43.0,Too Playa,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",43.0,1.0,1
2971,spotify:track:6d4nagVvGdvMEq1Ngg5PPb,311.386,0.463,0.596,6.0,-8.609,1.0,0.134,0.0358,0.0,0.107,0.289,84.281,4.0,Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",38.0,Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",38.0,0.999996788562143,1
967,spotify:track:2AGottAzfC8bHzF7kEJ3Wa,309.8035,0.51,0.358,1.0,-10.847,1.0,0.0467,0.125,3.74e-05,0.111,0.171,136.036,4.0,Diamonds Dancing,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",59.0,Diamonds Dancing,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",59.0,0.9846534999618601,2
3300,spotify:track:7a5fliY9SsZENrQWQBZron,308.82,0.765,0.627,0.0,-4.607,1.0,0.0622,0.000916,0.195,0.0847,0.536,118.997,4.0,Texts Go Green,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",49.0,Texts Go Green,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",49.0,1.0,1
2816,spotify:track:6JMIaVMbh5emijDiBODgit,308.558,0.919,0.465,9.0,-8.64,0.0,0.4,0.28,0.0,0.146,0.629,95.867,4.0,South Bronx,Boogie Down Productions,4toEjJSZu1rbfX2hfVdZFA,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hip hop', 'old school hip hop']",33.0,South Bronx,Boogie Down Productions,4toEjJSZu1rbfX2hfVdZFA,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hip hop', 'old school hip hop']",33.0,1.0,1
3119,spotify:track:6z1nMCq1HJSZ78u2jYtrDT,305.399,0.871,0.545,0.0,-8.279,1.0,0.695,0.000826,0.0,0.0779,0.3,160.097,4.0,Twin Nem (feat. Lil Durk),King Von,6QtgPSJPSzcnn7dPZ4VINp,"['chicago rap', 'rap']",59.0,Twin Nem (feat. Lil Durk),King Von,6QtgPSJPSzcnn7dPZ4VINp,"['chicago rap', 'rap']",59.0,1.7398380931220911,1
1484,spotify:track:3JWh19WsndEFg0UFRFeTiU,304.545,0.68,0.549,5.0,-8.277,0.0,0.244,0.0919,7.14e-05,0.548,0.29,162.874,4.0,Minute,NAV,7rkW85dBwwrJtlHRDkJDAC,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",55.0,Minute,NAV,7rkW85dBwwrJtlHRDkJDAC,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",55.0,1.147611098340826,1
2729,spotify:track:67gmXPQZL1ISSh13OJJ1Pu,304.426,0.801,0.583,7.0,-5.335,1.0,0.233,0.0693,0.0,0.578,0.108,129.989,4.0,Blue Cheese,2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.0,Blue Cheese,2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.0,0.9860494343008359,1
2851,spotify:track:6N9U1wkWniSXD4TKD4ln0h,301.304,0.443,0.72,7.0,-3.743,0.0,0.0733,0.0669,0.0,0.0909,0.374,89.378,4.0,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,"['r&b', 'rap']",56.0,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,"['r&b', 'rap']",56.0,1.0,1
2210,spotify:track:4tiWlKXUB47UpAXqpfoJn4,298.789,0.498,0.511,5.0,-5.179,0.0,0.0653,0.325,0.0,0.163,0.46,135.029,1.0,Cinderella (feat. Toro y Moi),Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],45.0,Cinderella (feat. Toro y Moi),Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],45.0,1.3179522467325666,1
1392,spotify:track:36J0iaPDGbYGsHvYpaYs3k,298.783,0.761,0.586,0.0,-5.368,1.0,0.359,0.0392,0.0,0.0558,0.719,149.804,4.0,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,1iNqsUDUraNWrj00bqssQG,"['hip hop', 'pop rap', 'rap']",61.0,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,1iNqsUDUraNWrj00bqssQG,"['hip hop', 'pop rap', 'rap']",61.0,1.7664102821805887,1
574,spotify:track:1IbxylXUqdrkToPnGoUUQV,298.721,0.761,0.638,10.0,-4.803,0.0,0.216,0.00897,0.0,0.0979,0.352,137.909,4.0,BLAME IT ON SET,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",42.0,BLAME IT ON SET,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",42.0,1.2522521767198918,1
674,spotify:track:1XsRwo2it6QHdV2OiT6IzF,298.07050000000004,0.775,0.688,4.0,-10.912,0.0,0.0593,0.0176,0.0917,0.108,0.284,120.017,4.0,Tie That Binds,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",54.0,Tie That Binds,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",54.0,0.8871013824199045,2
3015,spotify:track:6j6Zbvzevj05GPucrtGGXo,297.666,0.621,0.198,7.0,-12.664,1.0,0.0354,0.899,0.115,0.249,0.296,79.994,4.0,Strength,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,Strength,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,0.999996640541276,1
2440,spotify:track:5RMTsrJkrtumtiIZjy7dL6,296.756,0.775,0.491,1.0,-7.395,0.0,0.297,0.366,0.0,0.117,0.309,139.897,4.0,H.Y.B. (feat. Bas & Central Cee),J. Cole,6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",67.0,H.Y.B. (feat. Bas & Central Cee),J. Cole,6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",67.0,1.265014685383248,1
1008,spotify:track:2H5CLUmtvo2VHEeWzMtUqW,296.185,0.908,0.499,6.0,-7.793,0.0,0.642,0.267,0.0,0.078,0.114,132.968,4.0,LOST (feat. Kid Cudi),Quavo,0VRj0yCOv2FXJNP47XQnx5,"['atl hip hop', 'melodic rap', 'rap', 'trap']",40.0,LOST (feat. Kid Cudi),Quavo,0VRj0yCOv2FXJNP47XQnx5,"['atl hip hop', 'melodic rap', 'rap', 'trap']",40.0,1.0625089682881332,2
453,spotify:track:11cCVYamncF0ezwjj1irQ0,295.775,0.756,0.757,1.0,-2.969,1.0,0.0772,0.0542,0.0,0.211,0.284,140.073,4.0,Where U From,Huncho Jack,6extd4B6hl8VTmnlhpl2bY,"['melodic rap', 'trap']",53.0,Where U From,Huncho Jack,6extd4B6hl8VTmnlhpl2bY,"['melodic rap', 'trap']",53.0,1.1738547202235194,2
1325,spotify:track:2wS789se8qPNtOopVJX1kX,294.818,0.891,0.615,10.0,-3.869,0.0,0.076,0.234,0.0,0.0833,0.257,139.967,4.0,Wrist Thunderstorm,Quality Control,6i392l38cR3uBPF0DbNs7S,"['melodic rap', 'trap']",27.0,Wrist Thunderstorm,Quality Control,6i392l38cR3uBPF0DbNs7S,"['melodic rap', 'trap']",27.0,1.6024546279738445,1
2832,spotify:track:6LNoArVBBVZzUTUiAX2aKO,293.778,0.546,0.64,8.0,-5.582,1.0,0.37,0.0438,0.0,0.137,0.63,137.728,4.0,Off The Grid,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",66.0,Off The Grid,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",66.0,0.8659631540162123,2
543,spotify:track:1EaKU4dMbesXXd3BrLCtYG,293.145,0.748,0.705,4.0,-4.547,0.0,0.485,0.204,0.0,0.246,0.483,189.891,4.0,ELEMENT.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",69.0,ELEMENT.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",69.0,1.4044017955953298,1
3487,spotify:track:7yt6eiZQCkVFEzwGp4Pbor,293.137,0.782,0.686,1.0,-4.383,1.0,0.0594,0.253,0.0,0.08,0.334,75.948,4.0,Supastars,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.0,Supastars,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.0,0.9999965886374337,1
1053,spotify:track:2LOkdHHNKdEx24cQELBaD8,292.5185,0.767,0.869,10.0,-3.87,0.0,0.0644,0.276,0.0,0.413,0.475,125.007,4.0,Open It Up,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",54.0,Open It Up,Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",54.0,1.1900768110399598,2
2846,spotify:track:6MlfXf2V1thdEsqGwOssOk,290.71,0.718,0.864,0.0,-4.803,1.0,0.0436,0.0131,0.000117,0.192,0.523,156.026,4.0,Whatchu Mean (feat. Aha Gazelle),Lecrae,1CFCsEqKrCyvAFKOATQHiW,['christian hip hop'],14.0,Whatchu Mean (feat. Aha Gazelle),Lecrae,1CFCsEqKrCyvAFKOATQHiW,['christian hip hop'],14.0,1.1151987110633725,1
1521,spotify:track:3NhEEC4oE5hX6u8RCx6Q9m,290.185,0.377,0.426,0.0,-6.64,1.0,0.0451,0.801,0.0592,0.112,0.103,125.826,4.0,Messages From Her,Sabrina Claudio,30DhU7BDmF4PH0JVhu8ZRg,"['alternative r&b', 'r&b']",44.0,Messages From Her,Sabrina Claudio,30DhU7BDmF4PH0JVhu8ZRg,"['alternative r&b', 'r&b']",44.0,0.9999965539343733,1
1655,spotify:track:3fFBZvG777xoKyvcrBq7lc,289.82,0.903,0.609,10.0,-7.555,0.0,0.237,0.0301,1.61e-05,0.179,0.268,149.991,4.0,Red Bentley (feat. Young Thug),Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",51.0,Red Bentley (feat. Young Thug),Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",51.0,1.3942569046553805,1
173,spotify:track:0OsYwz3SCLD98IvWfdLeRQ,288.507,0.724,0.716,8.0,-5.258,0.0,0.385,0.00843,0.0,0.892,0.812,128.026,4.0,Shotta Flow 3,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,"['memphis hip hop', 'rap']",49.0,Shotta Flow 3,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,"['memphis hip hop', 'rap']",49.0,1.591868151270705,1
1941,spotify:track:4Ijd2GbGQ3FN7KczyoCyOD,287.9583333333333,0.645,0.698,5.0,-7.382,0.0,0.319,0.45,0.0,0.246,0.667,87.827,4.0,Shot Clock Violations,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",37.0,Shot Clock Violations,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",37.0,1.1291288111977686,3
2215,spotify:track:4u7GCdk0XWQ8mNqtSvf4Tj,287.48699999999997,0.74,0.465,7.0,-8.27,0.0,0.0412,0.306,0.00371,0.101,0.275,116.741,4.0,THE NEWS,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['r&b', 'rap', 'urban contemporary']",49.0,THE NEWS,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['r&b', 'rap', 'urban contemporary']",49.0,1.0751840050264785,2
854,spotify:track:1wMxLpODBBQMC6CiIBIV8e,286.233,0.738,0.643,2.0,-5.1,1.0,0.11,0.0641,0.0,0.143,0.0832,148.015,4.0,Giving Chanel,Meek Mill,20sxb77xiYeusSH8cVdatc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",47.0,Giving Chanel,Meek Mill,20sxb77xiYeusSH8cVdatc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",47.0,1.378984236491174,1
100,spotify:track:0DUsAwAHvHl6CdvtQIS27x,286.184,0.708,0.708,11.0,-7.621,1.0,0.352,0.0498,0.0,0.118,0.467,176.02,4.0,Parables (Remix) [feat. Eminem],Cordae,0huGjMyP507tBCARyzSkrv,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",46.0,Parables (Remix) [feat. Eminem],Cordae,0huGjMyP507tBCARyzSkrv,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",46.0,1.0,1
1878,spotify:track:4BP0An7SXctTY4kF41JxIQ,285.923,0.71,0.486,11.0,-6.221,0.0,0.251,0.0641,0.0,0.112,0.17,133.284,4.0,Halftime,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",60.0,Halftime,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",60.0,1.2610559556835572,2
2941,spotify:track:6a5jHgwqYMk9wlYJYfs3c9,284.586,0.658,0.711,2.0,-7.424,0.0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365,4.0,Can We Talk,Tevin Campbell,5VfqJBmXcf6ZqXoGij5qTE,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",59.0,Can We Talk,Tevin Campbell,5VfqJBmXcf6ZqXoGij5qTE,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",59.0,0.9999964861360499,1
1645,spotify:track:3dydDY3Yycp4NfcCOxi95X,284.027,0.766,0.629,5.0,-5.55,1.0,0.252,0.0353,0.0,0.148,0.687,159.911,4.0,Out the Roof,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",54.0,Out the Roof,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",54.0,2.100713731001072,1
894,spotify:track:2245ZP83JJACuoxHLDjJhq,283.659,0.609,0.578,7.0,-5.696,0.0,0.197,0.508,7.19e-06,0.343,0.397,96.919,4.0,Guardian Angel,Babyface Ray,3zZ88AwlTwfCJkowsFCvLA,"['detroit hip hop', 'detroit trap']",34.0,Guardian Angel,Babyface Ray,3zZ88AwlTwfCJkowsFCvLA,"['detroit hip hop', 'detroit trap']",34.0,1.600838628847478,1
2943,spotify:track:6aC3a6uYGxo2uTAmYPUI1d,283.591,0.803,0.431,10.0,-8.634,0.0,0.0617,0.00388,9.01e-05,0.101,0.141,145.037,4.0,Heavy stunts (with Don Toliver),Yeat,3qiHUAX7zY4Qnjx8TNUzVx,"['pluggnb', 'rage rap']",62.0,Heavy stunts (with Don Toliver),Yeat,3qiHUAX7zY4Qnjx8TNUzVx,"['pluggnb', 'rage rap']",62.0,1.3813761593016913,1
1047,spotify:track:2KvHC9z14GSl4YpkNMX384,283.55,0.618,0.693,7.0,-5.943,0.0,0.45,0.246,0.0,0.112,0.454,170.982,4.0,Do Not Disturb,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",73.0,Do Not Disturb,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",73.0,0.9999964732975727,1
1710,spotify:track:3orEOtd8CPL8GFlpRpKuoE,283.226,0.37,0.603,0.0,-7.268,0.0,0.0735,0.612,0.0439,0.147,0.125,175.962,4.0,Faith,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",64.0,Faith,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",64.0,0.9999964692631707,1
2042,spotify:track:4WyVRn3L2uXnSUkY762gqN,282.645,0.39,0.913,11.0,-7.174,0.0,0.0778,0.0262,0.784,0.0649,0.603,146.129,4.0,Sly,Herbie Hancock,2ZvrvbQNrHKwjT7qfGFFUW,"['contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano']",37.0,Sly,Herbie Hancock,2ZvrvbQNrHKwjT7qfGFFUW,"['contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano']",37.0,0.45931649765990634,1
1041,spotify:track:2KBzUcKeNdsujWiK3djHvd,282.253,0.704,0.431,8.0,-7.893,1.0,0.131,0.185,0.0972,0.249,0.346,146.003,4.0,Blood On the Money,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",51.0,Blood On the Money,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",51.0,1.0,1
283,spotify:track:0cp97b37sFNsdIbQH6po3T,282.058,0.57,0.573,5.0,-6.935,1.0,0.476,0.156,0.0,0.256,0.517,76.006,4.0,Surround Sound (feat. 21 Savage & Baby Tate),JID,6U3ybJ9UHNKEdsH7ktGBZ7,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",0.0,Surround Sound (feat. 21 Savage & Baby Tate),JID,6U3ybJ9UHNKEdsH7ktGBZ7,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",0.0,1.2266697979455332,3
3006,spotify:track:6hZBgGGkBdYHpjj6MZeJtG,281.934,0.63,0.631,7.0,-6.289,1.0,0.309,0.407,0.0,0.303,0.579,82.964,4.0,Break The Cycle (feat. Charlie Wilson),Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",46.0,Break The Cycle (feat. Charlie Wilson),Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",46.0,0.9999964530831575,1
1763,spotify:track:3wauipwnIqnHhONLMdw6X8,279.997,0.802,0.26,1.0,-15.24,0.0,0.127,0.856,0.781,0.13,0.541,81.975,4.0,What You're Doing - Instrumental,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,What You're Doing - Instrumental,Moonchild,1VgjAK52kjkQJQQRhTn02t,"['indie soul', 'neo r&b']",0.0,1.0,1
