,track_id,average_seconds_played,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_name_x,artist_name_x,artist_id_x,genres_x,track_popularity_x,track_name_y,artist_name_y,artist_id_y,genres_y,track_popularity_y,avg_completion_rate,total_plays
2743,spotify:track:69F4G9WD5U1vKrpaCiLznl,117.16,0.858,0.584,5.0,-7.48,1.0,0.379,0.815,0.0,0.224,0.714,140.208,4.0,Woi,Digga D,57n1OF36WvtOeATY6WQ6iw,"['aussie drill', 'london rap', 'melodic drill', 'uk hip hop']",49.0,Woi,Digga D,57n1OF36WvtOeATY6WQ6iw,"['aussie drill', 'london rap', 'melodic drill', 'uk hip hop']",49.0,0.6432308680542211,1
2259,spotify:track:50UU1HCx1TBNkNoyKrbSuV,117.08666666666666,0.704,0.814,10.0,-5.442,1.0,0.0345,0.00337,0.0269,0.125,0.334,112.018,4.0,Amp It Up - Jaydon Lewis Remix,Cadenza,2pSxft78wxISNLTbjFThTk,[],44.0,Amp It Up - Jaydon Lewis Remix,Cadenza,2pSxft78wxISNLTbjFThTk,[],44.0,0.6583191365347817,3
1358,spotify:track:30vAfL9Wyu2fu07vdbZ1Xt,117.06,0.936,0.497,1.0,-7.185,1.0,0.41,0.0324,0.0,0.111,0.364,138.016,4.0,See Wat I’m Sayin,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",53.0,See Wat I’m Sayin,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",53.0,0.797780988468773,2
2400,spotify:track:5Kx2kHbdbzEdYZvR0SDpHn,117.0,0.723,0.531,6.0,-8.055,0.0,0.283,0.27,6.96e-06,0.0874,0.565,123.979,4.0,BUSS MY WATCH,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",39.0,BUSS MY WATCH,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",39.0,1.0,1
82,spotify:track:0B0tastG5bY2dTQr2z5mvA,116.812,0.795,0.51,7.0,-7.944,1.0,0.271,0.261,0.0,0.138,0.326,138.953,4.0,Spooky Season,Reno Basquiat,6GZicTMb0QFGyo1tccEGEa,[],2.0,Spooky Season,Reno Basquiat,6GZicTMb0QFGyo1tccEGEa,[],2.0,0.704650335096789,6
2086,spotify:track:4dkgkn7EfsCSsgvihaKbi4,116.8,0.858,0.357,1.0,-10.141,1.0,0.275,0.395,0.0,0.12,0.503,150.01,4.0,Refugee,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",50.0,Refugee,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",50.0,1.0,1
3388,spotify:track:7l2nxyx7IkBX5orhkALg0V,116.7855,0.933,0.602,5.0,-7.532,1.0,0.189,0.00326,0.0,0.128,0.65,144.041,4.0,Privileged Rappers,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",68.0,Privileged Rappers,Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",68.0,0.7261831477232451,2
3385,spotify:track:7knLcYCOSaURD0d7HUULFM,116.77374999999999,0.825,0.807,6.0,-5.753,1.0,0.095,0.0741,4.79e-06,0.138,0.816,103.053,4.0,COMO UN BEBÉ,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",65.0,COMO UN BEBÉ,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",65.0,0.5336350176166561,4
2736,spotify:track:68Dni7IE4VyPkTOH9mRWHr,116.76,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,4.0,No Role Modelz,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",83.0,No Role Modelz,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",83.0,0.3987718537290087,1
1092,spotify:track:2QqJTIlGKRLJC3onkavYEz,116.75460000000001,0.752,0.673,10.0,-5.792,0.0,0.153,0.0538,0.0,0.133,0.35,164.009,4.0,Flex (feat. Juice WRLD),Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",69.0,Flex (feat. Juice WRLD),Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",69.0,0.7123439616356116,5
3194,spotify:track:79cq3PF1wgkDVTAFMlOjNB,116.74875,0.621,0.572,5.0,-8.102,0.0,0.218,0.0615,0.0,0.089,0.208,83.694,4.0,Blocklist,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",45.0,Blocklist,Lil Durk,3hcs9uc56yIGFCSy9leWe7,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",45.0,0.9218001152755955,4
27,spotify:track:0314PeD1sQNonfVWix3B2K,116.729,0.903,0.519,1.0,-9.151,1.0,0.26,0.281,0.000106,0.155,0.587,114.991,4.0,ENERGY (feat. Beam),Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['pop', 'r&b']",64.0,ENERGY (feat. Beam),Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['pop', 'r&b']",64.0,1.000017133996419,1
351,spotify:track:0mEgIH5sUXjZicMa4NSkUe,116.6095,0.625,0.813,11.0,-5.721,0.0,0.205,0.00279,0.0,0.287,0.0664,180.052,4.0,NIGHT VISION,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",45.0,NIGHT VISION,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",45.0,0.6070028681932464,2
2533,spotify:track:5erLs80hB2TbFWgSAbVQpe,116.56320000000001,0.713,0.681,11.0,-7.645,0.0,0.351,0.00286,0.0,0.291,0.635,159.107,4.0,No Auto (feat. Lil Durk),Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",49.0,No Auto (feat. Lil Durk),Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",49.0,0.863015585088661,5
2009,spotify:track:4T2dHb8XBYHlVj7Dyo1cW9,116.43,0.939,0.632,1.0,-2.978,1.0,0.137,0.0606,0.00136,0.101,0.364,133.979,4.0,100 Racks (Offset feat. Playboi Carti),Quality Control,6i392l38cR3uBPF0DbNs7S,"['melodic rap', 'trap']",61.0,100 Racks (Offset feat. Playboi Carti),Quality Control,6i392l38cR3uBPF0DbNs7S,"['melodic rap', 'trap']",61.0,0.7385581528116971,1
1605,spotify:track:3Z7kWeMEAmN5FRs2LDWlCN,116.28499999999998,0.791,0.758,9.0,-5.249,0.0,0.177,0.399,0.0,0.129,0.498,139.966,4.0,AMG,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],41.0,AMG,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],41.0,0.6943673157420178,6
515,spotify:track:1A8990rtwHQ417l3yADe5t,116.255,0.753,0.659,8.0,-9.671,1.0,0.416,0.659,0.0,0.098,0.459,146.022,4.0,GNF (OKOKOK),Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",0.0,GNF (OKOKOK),Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",0.0,0.9999913982934213,2
301,spotify:track:0fcq51a3gOI6gPvzc0YLsk,116.13250000000001,0.797,0.64,11.0,-6.272,0.0,0.194,0.148,0.0,0.209,0.486,100.002,4.0,Wow. - Remix,Post Malone,246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'pop', 'rap']",55.0,Wow. - Remix,Post Malone,246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'pop', 'rap']",55.0,0.6829194427619625,2
850,spotify:track:1w7cgGZR86yWz1pA2puVJD,116.03,0.785,0.732,1.0,-5.724,1.0,0.164,0.0636,0.000807,0.265,0.496,110.952,4.0,HEATED,Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['pop', 'r&b']",65.0,HEATED,Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['pop', 'r&b']",65.0,0.4449497835265424,1
2488,spotify:track:5YAP8zpqj1eIX88makBjDe,116.03,0.613,0.6,8.0,-7.097,1.0,0.154,0.166,0.0,0.117,0.532,147.059,4.0,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,5CiGnKThu5ctn9pBxv7DGa,['pop'],61.0,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,5CiGnKThu5ctn9pBxv7DGa,['pop'],61.0,0.5190500261694618,1
655,spotify:track:1UwCA6eYTYfqdf6ToeKWEn,115.96,0.478,0.456,5.0,-11.994,0.0,0.375,0.378,4.83e-05,0.185,0.299,80.135,4.0,APT308,Jden Ray,5uIxFzTbIX7NDxRA0PBbaF,[],0.0,APT308,Jden Ray,5uIxFzTbIX7NDxRA0PBbaF,[],0.0,0.6603268606571379,1
1815,spotify:track:43YQDj1KOPMFAUcTEPKy4p,115.94666666666667,0.942,0.531,1.0,-7.51,1.0,0.215,0.00236,0.000106,0.0812,0.74,99.027,4.0,Millions,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",56.0,Millions,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",56.0,0.7360758422210936,3
2727,spotify:track:67XC51nlZncNpHmZ8rOU9a,115.893,0.648,0.68,11.0,-7.276,1.0,0.345,0.292,0.0,0.0808,0.504,106.89,3.0,We Cry Together,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",62.0,We Cry Together,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",62.0,0.3395564696885795,1
2539,spotify:track:5fli9488KdEO9RkbCBGPLX,115.793,0.552,0.5,9.0,-9.052,0.0,0.0514,0.0333,0.0,0.422,0.0719,130.055,4.0,TAKE/NEPTUNE,FRVRFRIDAY,2jwmP4TgzTGqjCfcXMDayW,"['canadian contemporary r&b', 'canadian hip hop', 'indie hip hop', 'trap soul']",21.0,TAKE/NEPTUNE,FRVRFRIDAY,2jwmP4TgzTGqjCfcXMDayW,"['canadian contemporary r&b', 'canadian hip hop', 'indie hip hop', 'trap soul']",21.0,0.7840167375348699,3
621,spotify:track:1OnbAnxKWfoaN6PUKnAb4k,115.787,0.728,0.821,1.0,-8.92,0.0,0.425,0.156,0.0,0.134,0.726,165.753,4.0,Like This,Sha EK,3jVAqTL4NbB88q4lj94VX9,"['bronx drill', 'new york drill']",12.0,Like This,Sha EK,3jVAqTL4NbB88q4lj94VX9,"['bronx drill', 'new york drill']",12.0,1.0,1
184,spotify:track:0QNNd0qMCDbraS1nQPg3aA,115.63823529411765,0.821,0.636,11.0,-4.479,1.0,0.169,0.142,0.0,0.233,0.163,127.961,4.0,HOTEL LOBBY (Unc & Phew),Quavo,0VRj0yCOv2FXJNP47XQnx5,"['atl hip hop', 'melodic rap', 'rap', 'trap']",63.0,HOTEL LOBBY (Unc & Phew),Quavo,0VRj0yCOv2FXJNP47XQnx5,"['atl hip hop', 'melodic rap', 'rap', 'trap']",63.0,0.8106033022853252,17
1412,spotify:track:39pkJZGDFC05WgHkIvbYqd,115.63252173913042,0.688,0.531,0.0,-7.762,0.0,0.233,0.00663,9.31e-06,0.0895,0.277,82.209,4.0,Guapanese,Mick Jenkins,1FvjvACFvko2Z91IvDljrx,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'drill', 'underground hip hop']",0.0,Guapanese,Mick Jenkins,1FvjvACFvko2Z91IvDljrx,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'drill', 'underground hip hop']",0.0,0.8022181179479151,23
1095,spotify:track:2Qtzu4xKZggFl0To0ZyU3K,115.56,0.502,0.468,0.0,-11.038,0.0,0.329,0.337,2.35e-06,0.343,0.34,74.963,4.0,BLXCK,Blxckstar,5IEQX7JVw9U4sSzcVFCUBh,[],0.0,BLXCK,Blxckstar,5IEQX7JVw9U4sSzcVFCUBh,[],0.0,0.8844193415070947,1
3492,spotify:track:7zIUWwK2CsTvIuCLFXlL6r,115.555,0.91,0.615,1.0,-4.653,1.0,0.346,0.00949,0.0,0.147,0.742,134.933,4.0,LOOK LIKE SUMN,DaBaby,4r63FhuTkUYltbVAg5TQnk,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",29.0,LOOK LIKE SUMN,DaBaby,4r63FhuTkUYltbVAg5TQnk,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",29.0,0.9999913461871301,1
2195,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,115.47154761904763,0.847,0.622,1.0,-6.747,0.0,0.0903,0.119,0.0,0.285,0.22,130.001,4.0,fukumean,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",82.0,fukumean,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']",82.0,0.9234768683545075,42
552,spotify:track:1GT4i5dtm89tSc8eaidpNf,115.38,0.557,0.822,6.0,-5.731,1.0,0.331,0.434,0.0,0.211,0.755,87.799,4.0,MSG 4 GOD'S CHILDREN,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",31.0,MSG 4 GOD'S CHILDREN,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",31.0,0.9581942299068215,4
1396,spotify:track:37EDnGj3yFe5Hs4Zk3s3YF,115.36,0.67,0.75,11.0,-4.954,1.0,0.205,0.0103,0.0,0.338,0.529,94.405,4.0,Monster,Meek Mill,20sxb77xiYeusSH8cVdatc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.0,Monster,Meek Mill,20sxb77xiYeusSH8cVdatc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.0,0.6750817811016894,1
2471,spotify:track:5VKFxeCNXVoJbFUUlfmVx9,115.34471428571429,0.752,0.593,3.0,-6.585,0.0,0.0874,0.145,0.0,0.122,0.254,134.984,4.0,TiFFANY,IDK,6aiFCgyKNwF9Rv5TOxnE8E,"['pop rap', 'underground hip hop']",45.0,TiFFANY,IDK,6aiFCgyKNwF9Rv5TOxnE8E,"['pop rap', 'underground hip hop']",45.0,0.8113040140513905,7
3486,spotify:track:7yIupl1YD0BlB10uCqDYM6,115.321,0.767,0.803,2.0,-5.845,1.0,0.204,0.0161,0.0,0.0972,0.714,94.983,4.0,Of Course (feat. Tae Money),42 Dugg,45gHcnDnMC15sgx3VL7ROG,"['detroit trap', 'southern hip hop', 'trap']",35.0,Of Course (feat. Tae Money),42 Dugg,45gHcnDnMC15sgx3VL7ROG,"['detroit trap', 'southern hip hop', 'trap']",35.0,1.0,1
2430,spotify:track:5QKk5N5xJQGsWMhPM80Kfv,115.29,0.812,0.471,0.0,-8.314,0.0,0.0404,0.303,0.0,0.104,0.756,102.964,4.0,No se habla de Bruno,Carolina Gaitán,4zonL9YdcI15v7dYqVLuMV,[],57.0,No se habla de Bruno,Carolina Gaitán,4zonL9YdcI15v7dYqVLuMV,[],57.0,0.5334536368684064,1
3193,spotify:track:79WkDHrA86LckfmnjC0LIx,115.27545454545454,0.752,0.812,11.0,-3.648,0.0,0.195,0.29,0.00131,0.0573,0.541,144.014,4.0,She Don't Text Afrobeat,DJ Flex,6CDGm9cf1yeCLD147Zs125,['jersey club'],34.0,She Don't Text Afrobeat,DJ Flex,6CDGm9cf1yeCLD147Zs125,['jersey club'],34.0,1.0800863367200224,44
1761,spotify:track:3wSDDezYRgNgCnTV90ypBk,115.21633333333334,0.797,0.64,1.0,-7.009,1.0,0.417,0.104,0.0,0.184,0.318,131.962,4.0,Get Back,King Von,6QtgPSJPSzcnn7dPZ4VINp,"['chicago rap', 'rap']",42.0,Get Back,King Von,6QtgPSJPSzcnn7dPZ4VINp,"['chicago rap', 'rap']",42.0,0.715985168613804,3
2277,spotify:track:527k23H0A4Q0UJN3vGs0Da,115.197,0.629,0.692,5.0,-8.045,1.0,0.0376,0.00981,0.331,0.603,0.453,162.948,4.0,After Party,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],73.0,After Party,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],73.0,0.6860394482955764,4
2684,spotify:track:611nbuUhjlIEdEXIXQFOvP,115.12133333333334,0.704,0.717,2.0,-5.364,1.0,0.317,0.26,0.0,0.219,0.178,87.308,4.0,You Should,Rylo Rodriguez,0gg11prPP6OqtUvBcKnPpq,"['alabama rap', 'atl trap', 'tennessee hip hop']",37.0,You Should,Rylo Rodriguez,0gg11prPP6OqtUvBcKnPpq,"['alabama rap', 'atl trap', 'tennessee hip hop']",37.0,0.7596611742761681,3
109,spotify:track:0EWkHy6MFQxu5Hg6SPlEur,115.088,0.683,0.642,2.0,-5.692,1.0,0.222,0.143,1.74e-05,0.186,0.307,95.952,4.0,Get Away,Blxst,4qXC0i02bSFstECuXP2ZpL,"['pop rap', 'westcoast flow']",31.0,Get Away,Blxst,4qXC0i02bSFstECuXP2ZpL,"['pop rap', 'westcoast flow']",31.0,0.8220923753875166,2
1243,spotify:track:2ktxr00GpTtbMNeBjNeY8D,115.0545,0.851,0.516,0.0,-7.664,0.0,0.0692,0.763,0.0,0.0896,0.875,108.974,4.0,Who Needs Love,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",1.0,Who Needs Love,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",1.0,0.7257493755203996,2
399,spotify:track:0u2A4QNAMUyfQbgfVR3HvK,115.003,0.891,0.692,5.0,-6.321,0.0,0.0483,0.173,0.132,0.0939,0.895,109.944,4.0,Cough (Odo),Kizz Daniel,1X6cBGnXpEpN7CmflLKmLV,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",56.0,Cough (Odo),Kizz Daniel,1X6cBGnXpEpN7CmflLKmLV,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",56.0,0.652925312970165,1
1730,spotify:track:3rmqNsOiGqqvFNTmGlzl4R,114.92250000000001,0.735,0.592,1.0,-11.208,1.0,0.0534,0.0661,0.522,0.125,0.603,104.065,4.0,Ta Ta Ta,Bayanni,6FbCERtE2CKqEWihHMYjcG,"['afrobeats', 'nigerian pop']",65.0,Ta Ta Ta,Bayanni,6FbCERtE2CKqEWihHMYjcG,"['afrobeats', 'nigerian pop']",65.0,0.7208516804034475,2
882,spotify:track:1zdVrr3f0eUorO9bkdZ58N,114.915,0.795,0.447,9.0,-8.365,1.0,0.259,0.103,0.00214,0.137,0.0917,116.991,4.0,MJ,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",60.0,MJ,Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",60.0,0.9999912979915765,1
2035,spotify:track:4VqFPmogUJw9NHBKxUKtiw,114.8915,0.78,0.717,11.0,-2.909,1.0,0.227,0.0396,0.00449,0.155,0.306,142.199,4.0,Trust,Fivio Foreign,14CHVeJGrR5xgUGQFV5BVM,"['brooklyn drill', 'new york drill', 'rap', 'trap']",42.0,Trust,Fivio Foreign,14CHVeJGrR5xgUGQFV5BVM,"['brooklyn drill', 'new york drill', 'rap', 'trap']",42.0,0.8944383461397731,6
1702,spotify:track:3nfARfVxSqwFahp3yY53aD,114.89033333333333,0.52,0.725,8.0,-6.959,0.0,0.23,0.145,0.0,0.114,0.322,72.807,3.0,Get Throwed,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],49.0,Get Throwed,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],49.0,0.7405972548109566,3
1079,spotify:track:2PI3qpTqYowwMzOSQRuj73,114.798,0.729,0.503,0.0,-8.229,1.0,0.081,0.111,0.0,0.123,0.152,134.927,4.0,Weeeeee,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",0.0,Weeeeee,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",0.0,0.7507062516348418,1
2755,spotify:track:6AyWdCtEn1DdxjnxPeojR2,114.78200000000001,0.807,0.678,6.0,-3.243,0.0,0.177,0.0345,0.0,0.0986,0.21,147.004,4.0,Live Off My Closet (feat. Future),Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",55.0,Live Off My Closet (feat. Future),Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",55.0,0.6632459075123801,2
1157,spotify:track:2ZZMbEXXq9hPReD2alSNxD,114.78,0.805,0.826,11.0,-3.925,0.0,0.0534,0.00692,0.00666,0.154,0.639,142.99,4.0,LOVE IS A DRUG,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],60.0,LOVE IS A DRUG,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],60.0,0.610314409226499,2
3326,spotify:track:7ejepEh5DJ79YI6owGRfkk,114.733,0.888,0.833,6.0,-6.546,0.0,0.0737,0.0631,0.0,0.106,0.948,130.054,4.0,New N3on,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",61.0,New N3on,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",61.0,0.9860090580177208,2
3283,spotify:track:7LNY10vLGA6mbx3wOcMLgs,114.7245,0.753,0.626,1.0,-10.135,0.0,0.269,0.0681,0.0,0.323,0.743,109.85,5.0,Rewind,Vellydagoat,0Uls47yHdW9M1hgXUv1fu5,[],2.0,Rewind,Vellydagoat,0Uls47yHdW9M1hgXUv1fu5,[],2.0,0.9635370298825862,2
2069,spotify:track:4apWaVWfqRac78ec6L5bJn,114.61175,0.939,0.355,1.0,-7.073,1.0,0.413,0.0253,0.0,0.118,0.506,134.088,4.0,Rule #1 (feat. Lil Yachty),DDG,0WK3H9OErSn5zKOkOV5egm,"['pop rap', 'trap']",33.0,Rule #1 (feat. Lil Yachty),DDG,0WK3H9OErSn5zKOkOV5egm,"['pop rap', 'trap']",33.0,0.7407783838984475,4
3413,spotify:track:7oPHGO39MQVukHZjdz4b9S,114.52674999999999,0.626,0.569,2.0,-10.669,0.0,0.279,0.0496,0.0,0.139,0.442,92.612,4.0,Fame & Riches (with Roddy Ricch),Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",45.0,Fame & Riches (with Roddy Ricch),Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",45.0,0.7550301611893068,4
53,spotify:track:06PYSmAVk2Ni2nDn7p1qi7,114.51087500000001,0.465,0.499,3.0,-10.636,0.0,0.156,0.457,0.0,0.088,0.363,95.334,3.0,Take You On,Reno Basquiat,6GZicTMb0QFGyo1tccEGEa,[],7.0,Take You On,Reno Basquiat,6GZicTMb0QFGyo1tccEGEa,[],7.0,0.6678265040707305,8
1074,spotify:track:2OcbewDrWFNTYRqpSzJBCY,114.48258333333332,0.898,0.518,1.0,-6.991,1.0,0.21,0.0402,0.0,0.106,0.798,145.082,4.0,5X,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],55.0,5X,Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],55.0,0.8646851412659808,12
553,spotify:track:1GTcBC4Nzqp1VcKg67Tipv,114.39,0.637,0.863,2.0,-5.417,1.0,0.381,0.00707,0.0,0.277,0.802,77.981,4.0,I Never Judged You,42 Dugg,45gHcnDnMC15sgx3VL7ROG,"['detroit trap', 'southern hip hop', 'trap']",37.0,I Never Judged You,42 Dugg,45gHcnDnMC15sgx3VL7ROG,"['detroit trap', 'southern hip hop', 'trap']",37.0,1.0,1
410,spotify:track:0vXVI7kPKK2p6XO4rybEHC,114.2885,0.841,0.693,3.0,-5.635,0.0,0.179,0.207,0.0,0.102,0.706,154.978,4.0,Purpose (feat. G Herbo),Calboy,0HkcYmcjrBR3SCw9Ld5VZk,"['chicago rap', 'melodic rap']",24.0,Purpose (feat. G Herbo),Calboy,0HkcYmcjrBR3SCw9Ld5VZk,"['chicago rap', 'melodic rap']",24.0,0.6355010008896796,2
927,spotify:track:26D2eFWhzC3GnL4lYwfKRm,114.2685,0.8,0.564,8.0,-5.817,1.0,0.4,0.0287,1.65e-06,0.112,0.318,139.989,4.0,44 BullDog,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",43.0,44 BullDog,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",43.0,0.757462365021179,2
1417,spotify:track:3APxSP7BFQn3pjZxkggWH7,114.25,0.643,0.605,2.0,-11.26,1.0,0.477,0.166,0.000165,0.222,0.588,86.582,4.0,ROY G. BIV,Mick Jenkins,1FvjvACFvko2Z91IvDljrx,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'drill', 'underground hip hop']",0.0,ROY G. BIV,Mick Jenkins,1FvjvACFvko2Z91IvDljrx,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'drill', 'underground hip hop']",0.0,1.0,2
468,spotify:track:13VXuHw3O8Yt7VwRIDqSo4,114.2,0.502,0.634,8.0,-3.367,0.0,0.144,0.677,0.0341,0.188,0.645,101.837,3.0,MMS,Asake,3a1tBryiczPAZpgoZN9Rzg,"['afrobeats', 'nigerian pop']",72.0,MMS,Asake,3a1tBryiczPAZpgoZN9Rzg,"['afrobeats', 'nigerian pop']",72.0,0.5199701313129474,1
3174,spotify:track:779jpZikRmH99DiSVpwCHD,114.135,0.869,0.718,9.0,-5.08,1.0,0.113,0.00784,0.0,0.331,0.347,101.891,4.0,soak city (do it),310babii,4VCriUU9CsPnUvoAsxVk1p,[],72.0,soak city (do it),310babii,4VCriUU9CsPnUvoAsxVk1p,[],72.0,0.9999912385224645,1
