,ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,2024-08-13T21:13:48Z,markbutler915,ios,395,US,2600:387:f:b14::7,,Bloody Samaritan (with Kelly Rowland) - Remix,Ayra Starr,Bloody Samaritan (with Kelly Rowland),spotify:track:0RGGAP5gpvToJyUZbiEcXO,,,,clickrow,fwdbtn,True,True,False,1723583628,False,,,,,,,,,,,,,
1,2024-08-13T21:13:49Z,markbutler915,ios,1091,US,2600:387:f:b14::7,,LEFT RIGHT,Wisa Greid,LEFT RIGHT,spotify:track:1D1hdsuMYmaAVOXnz9hdmt,,,,fwdbtn,fwdbtn,True,True,False,1723583628,False,,,,,,,,,,,,,
2,2024-08-13T21:13:50Z,markbutler915,ios,905,US,2600:387:f:b14::7,,Allo,Youka,Allo,spotify:track:1dxl7CSBstnOcLzWrQiBLj,,,,fwdbtn,fwdbtn,True,True,False,1723583629,False,,,,,,,,,,,,,
3,2024-08-13T21:13:52Z,markbutler915,ios,1277,US,2600:387:f:b14::7,,NO IDEA #jerseyclub (Ziahfyah & Indo2x Remix) - SLOWED & REVERB,Don Toliver,NO IDEA #jerseyclub (Ziahfyah & Indo2x Remix),spotify:track:66gOtDjvW09YUpXfAO5opn,,,,fwdbtn,fwdbtn,True,True,False,1723583630,False,,,,,,,,,,,,,
4,2024-08-13T21:13:57Z,markbutler915,ios,5154,US,2600:387:f:b14::7,,Choco,Dj Verigal,Choco,spotify:track:5J1GXL8FDxHH1ki8oNz4hD,,,,fwdbtn,endplay,True,True,False,1723583632,False,,,,,,,,,,,,,
5,2024-08-13T21:13:59Z,markbutler915,ios,1834,US,2600:387:f:b14::7,,B12,Lil Durk,Almost Healed,spotify:track:7cP6kjAIJtIN1zyV5Q0kA9,,,,playbtn,fwdbtn,True,True,False,1723583637,False,,,,,,,,,,,,,
6,2024-08-13T21:15:43Z,markbutler915,ios,103119,US,2600:387:f:b14::7,,INDECISIVE,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,spotify:track:3iO9HBIBWvHwm7F6ZqYWNb,,,,fwdbtn,fwdbtn,True,True,False,1723583639,False,,,,,,,,,,,,,
7,2024-08-13T21:18:09Z,markbutler915,ios,147106,US,2600:387:f:b14::7,,ON THE RIVER,Offset,SET IT OFF,spotify:track:1aLpfH1M7Y4ZngOmSiHk0l,,,,fwdbtn,trackdone,True,False,False,1723583743,False,,,,,,,,,,,,,
8,2024-08-13T21:20:06Z,markbutler915,ios,120669,US,2600:387:f:b14::7,,i was just thinking,Gunna,a Gift & a Curse,spotify:track:5QG0l8nybp5rLMo7saQHl2,,,,trackdone,fwdbtn,True,True,False,1723583884,False,,,,,,,,,,,,,
9,2024-08-13T21:23:08Z,markbutler915,ios,183286,US,2600:387:f:b14::7,,Be My Summer,Snoh Aalegra,Be My Summer,spotify:track:18QC5FsQ9FThInUrC6BScS,,,,fwdbtn,trackdone,True,False,False,1723584006,False,,,,,,,,,,,,,
10,2024-08-13T21:23:08Z,markbutler915,ios,383,US,2600:387:f:b14::7,,LOST YOU,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,spotify:track:26aJMMLBSOQmiC4JenVjjl,,,,trackdone,backbtn,True,True,False,1723584186,False,,,,,,,,,,,,,
11,2024-08-13T21:26:14Z,markbutler915,ios,186540,US,2600:387:f:b14::7,,Be My Summer,Snoh Aalegra,Be My Summer,spotify:track:18QC5FsQ9FThInUrC6BScS,,,,backbtn,trackdone,True,False,False,1723584188,False,,,,,,,,,,,,,
12,2024-08-13T21:26:35Z,markbutler915,ios,25251,US,2600:387:f:b14::7,,LOST YOU,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,spotify:track:26aJMMLBSOQmiC4JenVjjl,,,,trackdone,fwdbtn,True,True,False,1723584369,False,,,,,,,,,,,,,
13,2024-08-13T21:26:37Z,markbutler915,ios,2136,US,2600:387:f:b14::7,,City Of Dreams (feat. Chris Brown),Tyla Yaweh,Heart Full of Rage 2,spotify:track:2nLKcpdoIX6oFo5npWHVF4,,,,fwdbtn,fwdbtn,True,True,False,1723584395,False,,,,,,,,,,,,,
14,2024-08-13T21:27:05Z,markbutler915,ios,27213,US,2600:387:f:b14::7,,500lbs,Lil Tecca,TEC,spotify:track:6rjuKpPydT2SxN15TZpV7r,,,,fwdbtn,fwdbtn,True,True,False,1723584397,False,,,,,,,,,,,,,
15,2024-08-13T21:27:08Z,markbutler915,ios,2972,US,2600:387:f:b14::7,,"Home (Metro Boomin & Don Toliver, Lil Uzi Vert)",Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE,spotify:track:2qlBAT108lYOzlXhBxBqEv,,,,fwdbtn,fwdbtn,True,True,False,1723584425,False,,,,,,,,,,,,,
16,2024-08-13T21:51:45Z,markbutler915,ios,251356,US,162.198.37.129,,On The Radar Freestyle,Drake,On The Radar Freestyle,spotify:track:1L0OmJV0LnPDWuHCIGmBV6,,,,fwdbtn,unexpected-exit-while-paused,True,False,False,1723584428,False,,,,,,,,,,,,,
17,2024-08-13T22:38:38Z,markbutler915,ios,522569,US,2600:387:f:b14::7,,On The Radar Freestyle,Drake,On The Radar Freestyle,spotify:track:1L0OmJV0LnPDWuHCIGmBV6,,,,appload,trackdone,True,False,False,1723588179,False,,,,,,,,,,,,,
18,2024-08-13T22:41:08Z,markbutler915,ios,154466,US,2600:387:f:b14::7,,Hellcat Kenny (feat. Lil Uzi Vert),Young Thug,BUSINESS IS BUSINESS,spotify:track:5nYygW7bTgPOhckh3uDR9L,,,,trackdone,trackdone,True,False,False,1723588713,False,,,,,,,,,,,,,
19,2024-08-13T22:51:30Z,markbutler915,ios,52124,US,2600:387:f:b14::7,,HIGH HOPES,Quintana Mills,HIGH HOPES,spotify:track:6axFjrrxq7o4xcWduz3JW7,,,,trackdone,fwdbtn,True,True,False,1723588863,False,,,,,,,,,,,,,
20,2024-08-13T22:51:33Z,markbutler915,ios,2809,US,2600:387:f:b14::7,,Jonesboro,Young Thug,BUSINESS IS BUSINESS,spotify:track:4mRcWpEcBCXNzrapIH76R7,,,,fwdbtn,fwdbtn,True,True,False,1723589490,False,,,,,,,,,,,,,
21,2024-08-13T22:51:35Z,markbutler915,ios,2670,US,2600:387:f:b14::7,,Law Of Attraction (feat. Snoh Aalegra),Dave,We're All Alone In This Together,spotify:track:25tXNghelZKdGZZVoSL9Yg,,,,fwdbtn,fwdbtn,True,True,False,1723589493,False,,,,,,,,,,,,,
22,2024-08-13T22:53:38Z,markbutler915,ios,122949,US,2600:387:f:b14::7,,Carry You - Interlude,Fridayy,Fridayy,spotify:track:2dD5McMaAQlkFFTI9XyQJs,,,,fwdbtn,fwdbtn,True,True,False,1723589495,False,,,,,,,,,,,,,
23,2024-08-13T22:53:40Z,markbutler915,ios,1880,US,2600:387:f:b14::7,,Red Button,Drake,For All The Dogs Scary Hours Edition,spotify:track:5Mc8XDfGQCMkOEZm9rS1cE,,,,fwdbtn,fwdbtn,True,True,False,1723589618,False,,,,,,,,,,,,,
24,2024-08-13T22:53:44Z,markbutler915,ios,3482,US,2600:387:f:b14::7,,Bahamas Promises,Drake,For All The Dogs,spotify:track:3JZjcKImHcmOI9ylL4zrSc,,,,fwdbtn,fwdbtn,True,True,False,1723589620,False,,,,,,,,,,,,,
25,2024-08-13T22:55:44Z,markbutler915,ios,119537,US,2600:387:f:b14::7,,SKITZO (feat. Young Thug),Travis Scott,UTOPIA,spotify:track:0bkV1iQHSxBaksUqgEkcbc,,,,fwdbtn,fwdbtn,True,True,False,1723589624,False,,,,,,,,,,,,,
26,2024-08-13T22:55:49Z,markbutler915,ios,4992,US,2600:387:f:b14::7,,SAID+DONE,FRVRFRIDAY,SAID+DONE,spotify:track:2630Nsy5LsKK3lbT0pOmI2,,,,fwdbtn,fwdbtn,True,True,False,1723589744,False,,,,,,,,,,,,,
27,2024-08-13T22:55:50Z,markbutler915,ios,1555,US,2600:387:f:b14::7,,killstreaks (with Don Toliver & PinkPantheress),Baby Keem,The Melodic Blue (Deluxe),spotify:track:754hhnczVNu3ibRaoAcujX,,,,fwdbtn,fwdbtn,True,True,False,1723589749,False,,,,,,,,,,,,,
28,2024-08-13T22:55:53Z,markbutler915,ios,1880,US,2600:387:f:b14::7,,Never Imagined (feat. Future),Lil Durk,Almost Healed,spotify:track:4fbXBeVeqzZ0SmJQcWm4St,,,,fwdbtn,fwdbtn,True,True,False,1723589750,False,,,,,,,,,,,,,
29,2024-08-13T22:55:57Z,markbutler915,ios,4690,US,2600:387:f:b14::7,,Wall To Wall,Quavo,Rocket Power,spotify:track:6IgFFnT7ikUWvFSjzxNf0S,,,,fwdbtn,fwdbtn,True,True,False,1723589753,False,,,,,,,,,,,,,
30,2024-08-13T22:57:18Z,markbutler915,ios,80387,US,2600:387:f:b14::7,,Water (Drowning Pt. 2) [feat. Kodak Black],A Boogie Wit da Hoodie,Water (Drowning Pt. 2) [feat. Kodak Black],spotify:track:3J8uSfhmDeIgWrzxUAd8rm,,,,fwdbtn,fwdbtn,True,True,False,1723589757,False,,,,,,,,,,,,,
31,2024-08-13T22:57:26Z,markbutler915,ios,8661,US,2600:387:f:b14::7,,Unchained (Outro),Calboy,UNCHAINED,spotify:track:7BdMUuNt2grqHBWPMkmAzg,,,,fwdbtn,fwdbtn,True,True,False,1723589838,False,,,,,,,,,,,,,
32,2024-08-13T22:57:28Z,markbutler915,ios,1996,US,2600:387:f:b14::7,,"Soweto (with Don Toliver, Rema & Tempoe)",Victony,"Soweto (with Don Toliver, Rema and Tempoe)",spotify:track:25Kyv5SeEenT0EETpP2hYn,,,,fwdbtn,fwdbtn,True,True,False,1723589846,False,,,,,,,,,,,,,
33,2024-08-13T22:57:30Z,markbutler915,ios,1555,US,2600:387:f:b14::7,,Bussdown,Blxst,Sixtape 3,spotify:track:57m8FaTOVtiALR0OQYkW3l,,,,fwdbtn,fwdbtn,True,True,False,1723589848,False,,,,,,,,,,,,,
34,2024-08-13T22:57:37Z,markbutler915,ios,7337,US,2600:387:f:b14::7,,HYAENA,Travis Scott,UTOPIA,spotify:track:0hL9gOw6XBWsygEUcVjxEc,,,,fwdbtn,fwdbtn,True,True,False,1723589850,False,,,,,,,,,,,,,
35,2024-08-13T22:57:44Z,markbutler915,ios,6176,US,2600:387:f:b14::7,,Who Wit Me,Quavo,Rocket Power,spotify:track:6SlEbe7ae9NBK6QjM6tR0l,,,,fwdbtn,fwdbtn,True,True,False,1723589857,False,,,,,,,,,,,,,
36,2024-08-13T22:57:45Z,markbutler915,ios,1671,US,2600:387:f:b14::7,,Done It Before,Calboy,UNCHAINED,spotify:track:787Qb9XmDpSAWRHC6FWk9I,,,,fwdbtn,fwdbtn,True,True,False,1723589864,False,,,,,,,,,,,,,
37,2024-08-13T22:57:47Z,markbutler915,ios,1764,US,2600:387:f:b14::7,,Closed Doors,Trippie Redd,A Love Letter To You 5,spotify:track:7HLmj4xIlHt3lIQ6EB87nT,,,,fwdbtn,fwdbtn,True,True,False,1723589865,False,,,,,,,,,,,,,
38,2024-08-13T22:57:49Z,markbutler915,ios,1857,US,2600:387:f:b14::7,,Hate the Club (feat. Masego),Kehlani,It Was Good Until It Wasn't,spotify:track:0QUbiLQySWPq5Lh3f7A9bN,,,,fwdbtn,fwdbtn,True,True,False,1723589867,False,,,,,,,,,,,,,
39,2024-08-13T23:00:11Z,markbutler915,ios,3813,US,2600:387:f:b14::7,,Reset,Vellydagoat,Reset,spotify:track:2yvIbIh0Y3G5OPR1dHmnFE,,,,trackdone,fwdbtn,True,True,False,1723590006,False,,,,,,,,,,,,,
40,2024-08-13T23:00:11Z,markbutler915,ios,142661,US,2600:387:f:b14::7,,Blueprint,Blxst,Sixtape 3,spotify:track:1t1OFWl4MpfiIJhZe1t6I4,,,,fwdbtn,trackdone,True,False,False,1723589869,False,,,,,,,,,,,,,
41,2024-08-14T01:04:14Z,markbutler915,ios,52035,US,162.198.37.129,,Is It Real? (feat. Roddy Ricch),Rosemarie,ROCK PAPER SCISSORS: RECUT,spotify:track:3RlcyNhoM8zAEL32RF6axe,,,,fwdbtn,unexpected-exit-while-paused,True,False,False,1723590011,False,,,,,,,,,,,,,
42,2024-08-14T01:04:47Z,markbutler915,ios,19860,US,162.198.37.129,,Cough (Odo),Kizz Daniel,Cough (Odo),spotify:track:0u2A4QNAMUyfQbgfVR3HvK,,,,clickrow,endplay,True,True,False,1723597467,False,,,,,,,,,,,,,
43,2024-08-14T01:26:55Z,markbutler915,ios,13080,US,162.198.37.129,,Cough,Kizz Daniel,Cough,spotify:track:2SggWVBRvkOmtQRfbKh6sV,,,,clickrow,unexpected-exit-while-paused,True,False,False,1723597488,False,,,,,,,,,,,,,
44,2024-08-14T01:41:45Z,markbutler915,ios,368608,US,162.198.37.129,,,,,,"Episode 214 | ""Happy Tears""",The Mallory Bros Podcast,spotify:episode:4H3kI8ofsszC9aqeDrSFPp,clickrow,endplay,False,True,False,1723598825,False,,,,,,,,,,,,,
45,2024-08-14T01:44:07Z,markbutler915,ios,142860,US,162.198.37.129,,Blue Green Red,Drake,100 GIGS,spotify:track:1HBv0BqHfm6sMsAUg5H3Yo,,,,clickrow,fwdbtn,True,True,False,1723599705,False,,,,,,,,,,,,,
46,2024-08-14T01:44:12Z,markbutler915,ios,3870,US,162.198.37.129,,Like That,Future,WE DON'T TRUST YOU,spotify:track:2tudvzsrR56uom6smgOcSf,,,,fwdbtn,fwdbtn,True,True,False,1723599847,False,,,,,,,,,,,,,
47,2024-08-14T01:44:57Z,markbutler915,ios,45740,US,162.198.37.129,,LAST LAUGH,Don Toliver,HARDSTONE PSYCHO,spotify:track:5c1BL2HbPdXc0t4JeznwyH,,,,fwdbtn,fwdbtn,True,True,False,1723599852,False,,,,,,,,,,,,,
48,2024-08-14T01:45:00Z,markbutler915,ios,2660,US,162.198.37.129,,On The Ground,Odeal,Thoughts I Never Said,spotify:track:6JO4UtwjiRPFUSykHeGxOT,,,,fwdbtn,fwdbtn,True,True,False,1723599897,False,,,,,,,,,,,,,
49,2024-08-14T01:47:49Z,markbutler915,ios,169840,US,162.198.37.129,,Cinderella,Future,WE DON'T TRUST YOU,spotify:track:0hKtu53OlIFXVuYkZwcn3o,,,,fwdbtn,trackdone,True,False,False,1723599900,False,,,,,,,,,,,,,
50,2024-08-14T01:48:54Z,markbutler915,ios,69139,US,162.198.37.129,,Sondela,Odeal,Sunday At Zuri's,spotify:track:1sqk7tpb4x3i7diAIOEmC1,,,,trackdone,fwdbtn,True,True,False,1723600064,False,,,,,,,,,,,,,
51,2024-08-14T01:52:16Z,markbutler915,ios,202840,US,162.198.37.129,,BROTHER STONE (FEAT. KODAK BLACK),Don Toliver,HARDSTONE PSYCHO,spotify:track:093MlZS93ZKlHpGkmb3k3W,,,,fwdbtn,trackdone,True,False,False,1723600134,False,,,,,,,,,,,,,
52,2024-08-14T01:55:07Z,markbutler915,ios,175636,US,162.198.37.129,,Showa,Kizz Daniel,TZA,spotify:track:4WYbYaibpIWj1FLbMUH2Yb,,,,trackdone,trackdone,True,False,False,1723600332,False,,,,,,,,,,,,,
53,2024-08-14T01:58:55Z,markbutler915,ios,231083,US,162.198.37.129,,Cruisin' (feat. Yeat),Childish Gambino,Bando Stone and The New World,spotify:track:1CJO1NdPdtnkJBrEx6As65,,,,trackdone,trackdone,True,False,False,1723600502,False,,,,,,,,,,,,,
54,2024-08-14T01:59:03Z,markbutler915,ios,8010,US,162.198.37.129,,In The Night (feat. Jorja Smith & Amaarae),Childish Gambino,Bando Stone and The New World,spotify:track:11bJ1ws3dathgY9uzADUhL,,,,trackdone,fwdbtn,True,True,False,1723600735,False,,,,,,,,,,,,,
55,2024-08-14T02:00:40Z,markbutler915,ios,97390,US,162.198.37.129,,Yoshinoya,Childish Gambino,Bando Stone and The New World,spotify:track:2pNYM3OcS7WdCW13TuhMeK,,,,fwdbtn,fwdbtn,True,True,False,1723600743,False,,,,,,,,,,,,,
56,2024-08-14T02:11:27Z,markbutler915,ios,558816,US,162.198.37.129,,Talk My Shit (feat. Amaarae & Flo Milli),Childish Gambino,Bando Stone and The New World,spotify:track:09imUl1oyaB2R86qBgEhCN,,,,fwdbtn,trackdone,True,False,False,1723600840,False,,,,,,,,,,,,,
57,2024-08-14T02:55:43Z,markbutler915,ios,1637869,US,162.198.37.129,,Cruisin' (feat. Yeat),Childish Gambino,Bando Stone and The New World,spotify:track:1CJO1NdPdtnkJBrEx6As65,,,,trackdone,endplay,True,True,False,1723601483,False,,,,,,,,,,,,,
58,2024-08-14T02:55:53Z,markbutler915,ios,9910,US,162.198.37.129,,Showa,Kizz Daniel,TZA,spotify:track:4WYbYaibpIWj1FLbMUH2Yb,,,,clickrow,endplay,True,True,False,1723604143,False,,,,,,,,,,,,,
59,2024-08-14T02:55:54Z,markbutler915,ios,990,US,162.198.37.129,,How Many,Blxst,I'll Always Come Find You,spotify:track:0Inc7mrSkyeZGe3V4pjVDr,,,,clickrow,endplay,True,True,False,1723604153,False,,,,,,,,,,,,,
60,2024-08-14T02:55:55Z,markbutler915,ios,1400,US,162.198.37.129,,How Many,Blxst,I'll Always Come Find You,spotify:track:0Inc7mrSkyeZGe3V4pjVDr,,,,clickrow,endplay,True,True,False,1723604154,False,,,,,,,,,,,,,
61,2024-08-14T02:57:12Z,markbutler915,ios,76990,US,162.198.37.129,,I Need Your Love,Blxst,I'll Always Come Find You,spotify:track:5e8euQ8kelEedWMuulWG5O,,,,clickrow,endplay,True,True,False,1723604155,False,,,,,,,,,,,,,
62,2024-08-14T04:17:18Z,markbutler915,ios,3500,US,162.198.37.129,,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,,,,clickrow,unexpected-exit-while-paused,True,False,False,1723604232,False,,,,,,,,,,,,,
63,2024-08-14T04:32:24Z,markbutler915,ios,485700,US,162.198.37.129,,,,,,"Episode 214 | ""Happy Tears""",The Mallory Bros Podcast,spotify:episode:4H3kI8ofsszC9aqeDrSFPp,clickrow,unexpected-exit-while-paused,False,False,False,1723609046,False,,,,,,,,,,,,,
64,2024-08-14T05:43:27Z,markbutler915,ios,74090,US,162.198.37.129,,,,,,"Episode 214 | ""Happy Tears""",The Mallory Bros Podcast,spotify:episode:4H3kI8ofsszC9aqeDrSFPp,appload,unexpected-exit-while-paused,False,False,False,1723609945,False,,,,,,,,,,,,,
65,2024-08-14T10:42:38Z,markbutler915,ios,5141930,US,2600:387:f:b14::7,,,,,,"Episode 214 | ""Happy Tears""",The Mallory Bros Podcast,spotify:episode:4H3kI8ofsszC9aqeDrSFPp,appload,unexpected-exit-while-paused,False,False,False,1723614208,False,,,,,,,,,,,,,
66,2024-08-14T10:43:04Z,markbutler915,ios,17500,US,2600:387:f:b14::7,,,,,,"Episode 214 | ""Happy Tears""",The Mallory Bros Podcast,spotify:episode:4H3kI8ofsszC9aqeDrSFPp,appload,endplay,False,True,False,1723632161,False,,,,,,,,,,,,,
67,2024-08-14T10:47:29Z,markbutler915,ios,232011,US,2600:387:f:b14::7,,Deceiving Eve,Tory Lanez,PLAYBOY,spotify:track:2ASsBav3zKycGO9YcQj13u,,,,playbtn,fwdbtn,True,True,False,1723632184,False,,,,,,,,,,,,,
68,2024-08-14T10:47:31Z,markbutler915,ios,1450,US,2600:387:f:b14::7,,Peace Interlude,Bryson Tiller,Bryson Tiller,spotify:track:229q3X3autIWuKpy35auRu,,,,fwdbtn,fwdbtn,True,True,False,1723632449,False,,,,,,,,,,,,,
69,2024-08-14T10:47:33Z,markbutler915,ios,1970,US,2600:387:f:b14::7,,Fall Back,Lithe,Fall Back / Selfish Game,spotify:track:1aHy1ipWQRNauI0ee9uYfi,,,,fwdbtn,fwdbtn,True,True,False,1723632451,False,,,,,,,,,,,,,
70,2024-08-14T10:47:53Z,markbutler915,ios,20150,US,2600:387:f:b14::7,,WHITE CROCS (with Ryan Trey),Jordan Ward,FORWARD,spotify:track:0VNe1ZE8U2baB3JKZpEBok,,,,fwdbtn,fwdbtn,True,True,False,1723632453,False,,,,,,,,,,,,,
71,2024-08-14T10:48:02Z,markbutler915,ios,9160,US,2600:387:f:b14::7,,ON YOUR MIND,Prodmt,ON YOUR MIND,spotify:track:6wf8ahV7gqLctsCw9gz53c,,,,fwdbtn,fwdbtn,True,True,False,1723632473,False,,,,,,,,,,,,,
72,2024-08-14T10:49:17Z,markbutler915,ios,74440,US,2600:387:f:b14::7,,Rump Punch,Cash Cobain,Rump Punch,spotify:track:2jqISPQZfkZbcbQiVbUUAO,,,,fwdbtn,fwdbtn,True,True,False,1723632482,False,,,,,,,,,,,,,
73,2024-08-14T10:51:02Z,markbutler915,ios,105460,US,2600:387:f:b14::7,,Calling For You (feat. 21 Savage),Drake,For All The Dogs,spotify:track:2nibvvDdAQkVraYP00z2RS,,,,fwdbtn,fwdbtn,True,True,False,1723632557,False,,,,,,,,,,,,,
74,2024-08-14T10:53:32Z,markbutler915,ios,149170,US,2600:387:f:b14::7,,Wish I Never Met You - Prison Tapes,Tory Lanez,Wish I Never Met You,spotify:track:7MOjhqpSpGkeRyT4agpg12,,,,fwdbtn,fwdbtn,True,True,False,1723632662,False,,,,,,,,,,,,,
75,2024-08-14T10:53:33Z,markbutler915,ios,980,US,2600:387:f:b14::7,,Best Time,Brent Faiyaz,Larger Than Life,spotify:track:1zgHn1EqUyA0HqNYMdJ5ia,,,,fwdbtn,fwdbtn,True,True,False,1723632812,False,,,,,,,,,,,,,
76,2024-08-14T10:53:35Z,markbutler915,ios,1410,US,2600:387:f:b14::7,,KEHLANI,Jordan Adetunji,KEHLANI,spotify:track:2hrycoFU1mZw6YPvMcn8yC,,,,fwdbtn,fwdbtn,True,True,False,1723632813,False,,,,,,,,,,,,,
77,2024-08-14T10:53:36Z,markbutler915,ios,1350,US,2600:387:f:b14::7,,FAMOUS,Che Ecru,FAMOUS,spotify:track:3U6UHyDRSgWCyvWiBfNFHb,,,,fwdbtn,fwdbtn,True,True,False,1723632815,False,,,,,,,,,,,,,
78,2024-08-14T10:53:37Z,markbutler915,ios,1240,US,2600:387:f:b14::7,,Clear My Mind,Dee Gatti,Clear My Mind,spotify:track:47zF41JzRRdJEJQPXlDQvz,,,,fwdbtn,fwdbtn,True,True,False,1723632816,False,,,,,,,,,,,,,
79,2024-08-14T10:53:39Z,markbutler915,ios,1240,US,2600:387:f:b14::7,,Snooze,SZA,SOS,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,,,,fwdbtn,fwdbtn,True,True,False,1723632817,False,,,,,,,,,,,,,
80,2024-08-14T10:53:41Z,markbutler915,ios,1980,US,2600:387:f:b14::7,,Insanity (feat. Tone Stith),Samaria,Didn't Start With You,spotify:track:5Pm7c0omSn7WEezUtIqnK4,,,,fwdbtn,fwdbtn,True,True,False,1723632819,False,,,,,,,,,,,,,
81,2024-08-14T10:53:50Z,markbutler915,ios,9300,US,2600:387:f:b14::7,,Nowhere To Run,Ryan Trey,Nowhere To Run,spotify:track:72XxzjvIBR0TKljL0ETcGQ,,,,fwdbtn,endplay,True,True,False,1723632821,False,,,,,,,,,,,,,
82,2024-08-14T10:53:53Z,markbutler915,ios,2550,US,2600:387:f:b14::7,,IN THE AIR,DESTIN CONRAD,COLORWAY,spotify:track:4TLJNON6mZLpfZX3g4Oh8B,,,,clickrow,endplay,False,True,False,1723632830,False,,,,,,,,,,,,,
83,2024-08-14T10:56:37Z,markbutler915,ios,164090,US,2600:387:f:b14::7,,SAME MISTAKE,DESTIN CONRAD,SUBMISSIVE2,spotify:track:2WFPw4XpswToe0t3MhzhCN,,,,clickrow,fwdbtn,False,True,False,1723632833,False,,,,,,,,,,,,,
84,2024-08-14T10:56:39Z,markbutler915,ios,1770,US,2600:387:f:b14::7,,IT'S ONLY YOU,DESTIN CONRAD,SUBMISSIVE2,spotify:track:1LWfSjRW9AS4mWnO67bdYp,,,,fwdbtn,endplay,False,True,False,1723632997,False,,,,,,,,,,,,,
85,2024-08-14T10:59:07Z,markbutler915,ios,148800,US,2600:387:f:b14::7,,IT'S ONLY YOU,DESTIN CONRAD,SUBMISSIVE2,spotify:track:1LWfSjRW9AS4mWnO67bdYp,,,,clickrow,trackdone,True,False,False,1723632999,False,,,,,,,,,,,,,
86,2024-08-14T11:03:48Z,markbutler915,ios,284609,US,2600:387:f:b14::7,,Cruisin' (feat. Yeat),Childish Gambino,Bando Stone and The New World,spotify:track:1CJO1NdPdtnkJBrEx6As65,,,,trackdone,fwdbtn,True,True,False,1723633142,False,,,,,,,,,,,,,
87,2024-08-14T11:03:50Z,markbutler915,ios,2680,US,2600:387:f:b14::7,,Pistachios,Brent Faiyaz,Larger Than Life,spotify:track:18y43ozfWR9sp5vaD9cEqe,,,,fwdbtn,fwdbtn,True,True,False,1723633428,False,,,,,,,,,,,,,
88,2024-08-14T11:03:53Z,markbutler915,ios,2600,US,2600:387:f:b14::7,,Lady Of Namek,Tory Lanez,Alone At Prom,spotify:track:6ieWL5CLN9WdC875guWtMe,,,,fwdbtn,fwdbtn,True,True,False,1723633430,False,,,,,,,,,,,,,
89,2024-08-14T11:03:54Z,markbutler915,ios,1520,US,2600:387:f:b14::7,,Lavender Sunflower,Tory Lanez,Alone At Prom,spotify:track:1au2UduxcvHfa0fZS3Szci,,,,fwdbtn,fwdbtn,True,True,False,1723633433,False,,,,,,,,,,,,,
90,2024-08-14T12:10:47Z,markbutler915,ios,64150,US,2600:387:f:b14::7,,ttuctmd,SAFE,Tell It Like It Is,spotify:track:2llOvMUI8Dz3ChPZHVjPhP,,,,fwdbtn,unexpected-exit-while-paused,True,False,False,1723633434,False,,,,,,,,,,,,,
91,2024-08-14T12:44:51Z,markbutler915,ios,0,US,2600:387:f:b14::7,,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,,,,clickrow,endplay,True,True,False,1723639491,False,,,,,,,,,,,,,
92,2024-08-14T12:44:53Z,markbutler915,ios,1190,US,2600:387:f:b14::7,,AZAMAN,Rema,HEIS,spotify:track:4K5lYtD8r6OFRbzWc6MwCS,,,,clickrow,endplay,True,True,False,1723639491,False,,,,,,,,,,,,,
93,2024-08-14T12:54:21Z,markbutler915,ios,522689,US,184.169.45.4,,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,,,,clickrow,trackdone,True,False,False,1723639493,False,,,,,,,,,,,,,
94,2024-08-14T12:56:34Z,markbutler915,ios,137683,US,184.169.45.4,,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,,,,trackdone,trackdone,True,False,False,1723640056,False,,,,,,,,,,,,,
95,2024-08-14T12:56:38Z,markbutler915,ios,8227,US,184.169.45.4,,OZEBA,Rema,HEIS,spotify:track:7ySC0IjVS1PMEdsZOvsUK2,,,,trackdone,endplay,True,True,False,1723640189,False,,,,,,,,,,,,,
96,2024-08-14T13:04:59Z,markbutler915,ios,500270,US,184.169.45.4,,ONOME,Odeal,ONOME,spotify:track:7gafxJvox7DDFs3R1dByQH,,,,clickrow,endplay,True,True,False,1723640198,False,,,,,,,,,,,,,
97,2024-08-14T13:07:08Z,markbutler915,ios,129130,US,184.169.45.4,,Medical,Lil Baby,The Voice of the Heroes,spotify:track:5BCzsnN4U4OvOegjErHTUF,,,,clickrow,fwdbtn,True,True,False,1723640699,False,,,,,,,,,,,,,
